Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,B365AHH,B365AHA,B365AH
B1,2004-10-17,Cercle Brugge,St Truiden,5,1,H,2,0,H,1.9,3.2,3.5,2.0,3.25,3.3,1.95,3.25,3.4,1.9,3.1,3.5,1.91,3.4,3.25,1.91,3.25,3.4,1.9,3.3,3.4,1.71,1.95,1.95,1.66,-0.5,,,
B1,2004-10-17,Charleroi,Beveren,2,1,H,1,1,D,2.0,3.2,3.2,1.8,3.4,3.8,1.95,3.3,3.35,2.0,3.1,3.2,1.91,3.4,3.25,2.0,3.2,3.2,1.9,3.3,3.35,1.83,1.83,1.95,1.66,-0.5,,,
B1,2004-10-17,Lokeren,Club Brugge,0,2,A,0,1,A,4.5,3.3,1.66,4.3,3.45,1.7,4.2,3.5,1.7,4.2,3.2,1.7,3.5,3.5,1.8,3.75,3.3,1.8,4.0,3.4,1.72,1.65,2.0,1.91,1.7,0.5,,,
B1,2004-10-17,Louvieroise,Germinal,1,1,D,1,0,H,1.66,3.3,4.5,1.7,3.45,4.3,1.7,3.35,4.4,1.8,3.1,3.8,1.67,3.25,4.5,1.67,3.4,4.33,1.65,3.3,4.6,1.71,1.95,1.7,1.9,-0.5,,,
B1,2004-10-23,Bergen,Lokeren,0,1,A,0,1,A,2.5,3.1,2.5,2.4,3.2,2.6,2.5,3.2,2.5,2.4,2.9,2.7,2.4,3.25,2.5,2.5,3.25,2.4,2.45,3.1,2.55,1.75,1.9,2.5,1.4,-0.5,,,
B1,2004-10-23,Gent,Charleroi,3,1,H,2,1,H,1.83,3.25,3.6,1.85,3.35,3.65,1.85,3.3,3.75,1.8,3.1,3.8,1.8,3.5,3.5,1.85,3.25,3.6,1.85,3.3,3.5,1.65,2.0,1.85,1.76,-0.5,,,
B1,2004-10-23,St Truiden,FC Brussels,2,0,H,0,0,D,2.0,3.2,3.2,1.95,3.25,3.4,2.0,3.25,3.3,2.0,3.1,3.2,1.91,3.25,3.4,2.0,3.2,3.2,2.0,3.15,3.2,1.75,1.9,2.0,1.64,-0.5,,,
B1,2004-10-23,Westerlo,Mouscron,0,1,A,0,1,A,2.1,3.2,3.0,2.1,3.25,3.05,2.1,3.25,3.0,2.2,3.0,2.9,1.91,3.25,3.4,2.1,3.2,3.0,2.05,3.2,3.05,1.75,1.9,2.1,1.56,-0.5,,,
B1,2004-10-24,Anderlecht,Genk,4,2,H,0,1,A,1.4,3.75,7.0,1.35,4.2,7.5,1.4,4.1,6.5,1.45,3.8,5.4,1.5,3.4,6.0,1.44,3.75,6.0,1.44,3.6,6.5,1.6,2.1,1.95,1.52,-1.5,,,
B1,2004-10-24,Beveren,Cercle Brugge,5,1,H,2,0,H,2.0,3.2,3.2,2.0,3.25,3.3,2.0,3.25,3.3,2.1,3.0,3.1,1.91,3.4,3.25,1.91,3.2,3.5,1.9,3.25,3.4,1.71,1.95,2.0,1.64,-0.5,,,
B1,2004-10-24,Club Brugge,Louvieroise,2,0,H,1,0,H,1.33,4.33,7.0,1.4,4.0,6.75,1.35,4.35,7.0,1.3,4.2,8.0,1.4,3.75,7.0,1.33,4.33,7.0,1.36,3.7,8.0,1.6,2.1,1.85,1.6,-1.5,,,
B1,2004-10-24,Germinal,Standard,1,0,H,0,0,D,3.0,3.2,2.1,3.3,3.25,2.0,3.0,3.25,2.1,3.2,3.1,2.0,2.75,3.25,2.2,3.0,3.2,2.1,2.8,3.2,2.2,1.71,1.95,1.56,2.1,0.5,,,
B1,2004-10-24,Oostende,Lierse,2,3,A,2,2,D,2.37,3.1,2.62,2.25,3.2,2.8,2.4,3.2,2.6,2.4,2.9,2.7,2.4,3.25,2.5,2.4,3.25,2.5,2.35,3.15,2.6,1.75,1.9,2.4,1.43,-0.5,,,
B1,2004-10-29,Standard,Club Brugge,1,4,A,1,1,D,2.75,3.2,2.25,2.9,3.2,2.2,2.8,3.1,2.3,2.9,3.0,2.2,2.62,3.4,2.25,2.75,3.2,2.25,2.8,3.3,2.15,,,1.47,2.3,0.5,,,
B1,2004-10-30,Charleroi,Oostende,1,0,H,1,0,H,1.53,3.5,5.5,1.55,3.6,5.3,1.55,3.5,5.5,1.55,3.5,4.8,1.44,3.6,6.5,1.53,3.6,5.2,1.55,3.6,5.0,1.6,2.1,1.55,2.14,-0.5,,,
B1,2004-10-30,FC Brussels,Beveren,1,3,A,1,2,A,2.25,3.2,2.75,2.3,3.2,2.75,2.3,3.2,2.75,2.2,3.0,2.9,2.25,3.4,2.62,2.25,3.2,2.75,2.25,3.1,2.8,1.79,1.85,2.3,1.48,-0.5,,,
B1,2004-10-30,Genk,St Truiden,1,0,H,1,0,H,1.5,3.4,6.0,1.45,3.8,6.25,1.45,3.8,6.3,1.55,3.5,4.8,1.44,3.6,6.5,1.5,3.6,5.5,1.55,3.6,5.0,1.6,2.1,1.45,2.37,-0.5,,,
B1,2004-10-30,Lokeren,Anderlecht,2,2,D,2,1,H,4.0,3.4,1.72,3.55,3.3,1.9,4.0,3.4,1.75,3.8,3.3,1.75,3.6,3.4,1.8,4.0,3.4,1.73,3.75,3.3,1.8,1.65,2.0,1.84,1.75,0.5,,,
B1,2004-10-30,Louvieroise,Bergen,4,0,H,2,0,H,1.61,3.25,5.0,1.55,3.6,5.3,1.55,3.6,5.25,1.55,3.5,4.8,1.57,3.5,5.0,1.57,3.5,5.0,1.5,3.6,5.5,1.71,1.95,1.55,2.14,-0.5,,,
B1,2004-10-30,Westerlo,Germinal,1,0,H,0,0,D,2.0,3.2,3.2,2.0,3.25,3.3,2.0,3.2,3.3,2.0,3.1,3.2,1.83,3.4,3.5,2.0,3.2,3.2,2.1,3.1,3.1,1.79,1.85,2.0,1.62,-0.5,,,
B1,2004-10-31,Cercle Brugge,Gent,2,1,H,0,1,A,2.4,3.1,2.62,2.4,3.2,2.6,2.4,3.2,2.6,2.4,3.0,2.6,2.4,3.25,2.5,2.5,3.1,2.5,2.5,3.1,2.5,1.65,2.0,2.4,1.43,-0.5,,,
B1,2004-10-31,Mouscron,Lierse,1,3,A,1,2,A,1.9,3.2,3.5,1.75,3.4,4.05,1.75,3.2,4.4,1.75,3.2,4.0,1.83,3.4,3.5,1.91,3.2,3.5,1.9,3.3,3.4,1.71,1.95,1.75,1.85,-0.5,,,
B1,2004-11-05,Club Brugge,Westerlo,2,0,H,2,0,H,1.2,5.0,11.0,1.18,6.0,10.0,1.2,5.4,10.5,1.2,5.0,10.0,1.2,5.0,11.0,1.22,5.0,9.5,1.2,5.5,9.0,1.6,2.1,1.2,3.57,-0.5,1.725,2.125,-1.75
B1,2004-11-06,Anderlecht,Louvieroise,2,1,H,0,1,A,1.4,3.75,7.0,1.4,4.0,6.75,1.4,3.9,7.0,1.4,3.9,6.0,1.4,3.75,7.0,1.4,3.75,7.0,1.33,4.0,8.0,1.55,2.2,1.95,1.52,-1.5,1.85,2.0,-1.25
B1,2004-11-06,Bergen,Standard,2,3,A,0,0,D,3.4,3.25,1.9,3.65,3.35,1.85,3.55,3.3,1.9,3.8,3.1,1.8,3.25,3.4,1.91,3.6,3.25,1.85,3.3,3.3,1.9,1.8,1.85,1.71,1.9,0.5,1.975,1.875,0.5
B1,2004-11-06,Germinal,Mouscron,3,1,H,0,1,A,2.1,3.2,3.0,2.2,3.2,2.9,2.15,3.25,2.95,2.3,3.0,2.7,2.0,3.4,3.0,2.0,3.2,3.2,2.0,3.15,3.2,1.65,2.0,2.07,1.46,-1.5,1.975,1.875,-0.25
B1,2004-11-06,Lierse,Charleroi,1,1,D,1,0,H,2.0,3.2,3.2,2.05,3.25,3.15,2.0,3.35,3.2,2.0,3.1,3.2,1.91,3.5,3.2,2.0,3.2,3.2,2.0,3.3,3.1,1.75,1.9,2.0,1.64,-0.5,1.8,2.05,-0.25
B1,2004-11-06,St Truiden,Lokeren,2,0,H,1,0,H,2.5,3.25,2.4,2.45,3.2,2.55,2.5,3.3,2.45,2.5,3.0,2.5,2.5,3.25,2.4,2.5,3.1,2.5,2.45,3.15,2.5,1.75,1.9,1.42,2.45,0.5,1.925,1.925,0.0
B1,2004-11-07,Beveren,Genk,0,2,A,0,1,A,2.4,3.25,2.5,2.5,3.2,2.5,2.55,3.2,2.45,2.7,3.0,2.3,2.5,3.25,2.38,2.5,3.1,2.5,2.4,3.2,2.5,1.71,1.95,1.42,2.45,0.5,1.925,1.925,0.0
B1,2004-11-07,Gent,FC Brussels,3,0,H,1,0,H,1.44,3.75,6.0,1.45,3.8,6.25,1.45,3.9,6.0,1.45,3.8,5.4,1.4,4.0,6.0,1.44,3.75,6.0,1.45,3.7,6.0,1.79,1.85,2.15,1.55,-0.5,1.95,1.9,-1.25
B1,2004-11-07,Oostende,Cercle Brugge,0,1,A,0,0,D,2.4,3.25,2.5,2.4,3.2,2.6,2.45,3.2,2.55,2.3,3.0,2.7,2.38,3.25,2.5,2.4,3.1,2.6,2.4,3.15,2.55,1.71,1.95,2.45,1.42,-0.5,1.825,2.025,0.0
B1,2004-11-10,Cercle Brugge,Lierse,2,2,D,1,1,D,2.25,3.4,2.6,1.95,3.25,3.4,2.05,3.25,3.15,2.1,3.0,3.1,2.2,3.25,2.75,2.0,3.2,3.2,2.1,3.15,3.0,1.6,2.1,2.05,1.6,-0.5,1.85,2.0,-0.25
B1,2004-11-10,FC Brussels,Oostende,2,2,D,1,1,D,1.83,3.25,3.75,1.75,3.4,4.05,1.85,3.25,3.85,1.8,3.1,3.8,1.8,3.25,3.75,1.8,3.25,3.8,1.85,3.25,3.6,1.83,1.83,1.85,1.76,-0.5,1.85,2.0,-0.5
B1,2004-11-10,Genk,Gent,1,1,D,0,0,D,1.83,3.25,3.75,1.75,3.4,4.05,1.87,3.25,3.7,1.8,3.1,3.8,1.73,3.2,4.33,1.85,3.25,3.6,1.7,3.25,4.3,1.6,2.1,1.87,1.73,-0.5,1.875,1.975,-0.5
B1,2004-11-10,Germinal,Club Brugge,0,1,A,0,1,A,5.0,3.5,1.57,5.8,3.65,1.5,5.0,3.5,1.6,5.0,3.7,1.5,4.5,3.25,1.67,4.5,3.5,1.62,5.0,3.55,1.55,1.75,1.9,2.06,1.6,0.5,1.875,1.975,1.0
B1,2004-11-10,Lokeren,Beveren,1,1,D,0,0,D,1.72,3.4,4.0,1.7,3.45,4.3,1.75,3.4,4.1,1.8,3.1,3.8,1.8,3.25,3.75,1.8,3.25,3.8,1.7,3.25,4.3,1.75,1.9,1.75,1.86,-0.5,1.8,2.05,-0.5
B1,2004-11-10,Louvieroise,St Truiden,1,0,H,0,0,D,1.57,3.5,5.0,1.5,3.65,5.8,1.6,3.5,5.0,1.65,3.3,4.4,1.62,3.5,4.5,1.57,3.5,5.0,1.55,3.55,5.0,1.71,1.95,1.6,2.06,-0.5,2.075,1.775,-1.0
B1,2004-11-10,Mouscron,Charleroi,0,1,A,0,0,D,1.9,3.2,3.4,1.95,3.25,3.4,2.0,3.25,3.3,1.9,3.1,3.5,2.0,3.2,3.2,2.0,3.2,3.2,2.05,3.15,3.1,1.76,1.87,2.0,1.64,-0.5,2.0,1.85,-0.5
B1,2004-11-10,Standard,Anderlecht,1,0,H,0,0,D,3.0,3.2,2.1,3.3,3.25,2.0,2.9,3.2,2.2,2.7,3.0,2.3,2.62,3.4,2.25,2.9,3.2,2.15,3.2,3.05,2.05,1.65,2.0,1.52,2.2,0.5,1.975,1.875,0.25
B1,2004-11-10,Westerlo,Bergen,2,1,H,2,0,H,1.66,3.4,4.33,1.6,3.5,4.9,1.7,3.4,4.4,1.75,3.2,4.0,1.62,3.5,4.5,1.67,3.4,4.33,1.7,3.4,4.1,1.75,1.9,1.7,1.92,-0.5,1.975,1.875,-0.75
B1,2004-11-27,Anderlecht,Westerlo,4,0,H,2,0,H,1.25,4.5,10.0,1.25,5.0,9.0,1.25,5.0,9.0,1.25,4.5,9.0,1.25,4.5,10.0,1.25,4.75,9.0,1.2,5.0,11.0,1.55,2.2,1.25,3.21,-0.5,1.925,1.925,-1.75
B1,2004-11-27,Beveren,Louvieroise,0,2,A,0,0,D,2.3,3.25,2.62,2.3,3.2,2.75,2.35,3.2,2.7,2.2,3.0,2.9,2.25,3.5,2.5,2.38,3.1,2.62,2.3,3.2,2.62,1.83,1.83,2.35,1.46,-0.5,1.775,2.075,0.0
B1,2004-11-27,Charleroi,Cercle Brugge,5,1,H,2,1,H,1.83,3.3,3.6,1.85,3.3,3.7,1.85,3.35,3.65,1.9,3.1,3.5,1.8,3.5,3.5,1.83,3.3,3.6,1.8,3.25,3.8,1.6,2.1,1.85,1.75,-0.5,1.925,1.925,-0.5
B1,2004-11-27,Gent,Lokeren,3,1,H,2,1,H,1.8,3.3,3.75,1.8,3.4,3.8,1.8,3.4,3.8,1.85,3.1,3.6,1.8,3.4,3.6,1.8,3.3,3.75,1.72,3.2,4.33,1.65,2.0,1.8,1.79,-0.5,1.925,1.925,-0.5
B1,2004-11-27,Oostende,Genk,1,3,A,0,1,A,3.5,3.4,1.83,3.8,3.4,1.8,3.65,3.35,1.85,3.8,3.1,1.8,3.75,3.25,1.8,3.5,3.2,1.91,4.2,3.25,1.72,1.75,1.9,1.75,1.85,0.5,2.0,1.85,0.5
B1,2004-11-28,Bergen,Germinal,0,1,A,0,0,D,2.5,3.1,2.5,2.6,3.2,2.4,2.5,3.2,2.5,2.4,3.0,2.6,2.38,3.25,2.5,2.5,3.1,2.5,2.5,3.1,2.5,1.83,1.83,2.5,1.4,-0.5,1.875,1.975,0.0
B1,2004-11-28,Club Brugge,Mouscron,3,0,H,2,0,H,1.2,5.0,11.0,1.25,5.0,9.0,1.25,5.0,9.0,1.25,4.5,9.0,1.25,4.5,10.0,1.2,5.5,9.5,1.2,5.0,11.0,1.5,2.3,1.25,3.21,-0.5,1.875,1.975,-1.75
B1,2004-11-28,Lierse,FC Brussels,5,1,H,3,0,H,1.57,3.5,5.0,1.6,3.5,5.0,1.6,3.5,5.0,1.6,3.4,4.6,1.57,3.5,5.0,1.57,3.5,5.0,1.61,3.4,4.8,1.71,1.95,1.6,2.06,-0.5,1.75,2.1,-0.75
B1,2004-11-28,St Truiden,Standard,4,1,H,3,1,H,3.0,3.2,2.1,2.95,3.25,2.15,3.15,3.15,2.1,3.2,3.1,2.0,3.0,3.4,2.0,3.2,3.2,2.0,3.5,3.2,1.9,1.83,1.83,1.64,2.0,0.5,2.1,1.75,0.25
B1,2004-12-03,Louvieroise,Gent,0,1,A,0,1,A,2.0,3.2,3.2,2.0,3.25,3.3,2.1,3.25,3.05,2.1,3.0,3.1,2.0,3.4,3.0,2.0,3.2,3.2,2.05,3.3,3.0,1.75,1.9,2.1,1.57,-0.5,1.725,2.125,-0.25
B1,2004-12-03,Mouscron,Cercle Brugge,6,0,H,3,0,H,2.1,3.3,2.87,2.05,3.25,3.15,2.0,3.3,3.25,1.85,3.1,3.6,2.0,3.4,3.0,2.0,3.2,3.2,2.05,3.4,2.9,1.75,1.9,2.0,1.64,-0.5,1.975,1.875,-0.5
B1,2004-12-04,Club Brugge,Bergen,3,1,H,1,0,H,1.1,6.5,15.0,1.15,6.0,13.0,1.15,6.0,14.0,1.15,6.0,12.0,1.11,6.5,15.0,1.14,6.0,12.0,1.12,6.5,12.0,1.35,2.75,,,,1.775,2.075,-2.0
B1,2004-12-04,Genk,Lierse,3,0,H,0,0,D,1.72,3.4,4.0,1.7,3.45,4.3,1.7,3.4,4.4,1.65,3.3,4.4,1.73,3.4,4.0,1.75,3.3,4.0,1.65,3.4,4.5,1.71,1.95,1.7,1.92,-0.5,1.925,1.925,-0.75
B1,2004-12-04,Germinal,Anderlecht,0,1,A,0,0,D,4.0,3.4,1.72,4.05,3.4,1.75,4.0,3.3,1.8,3.8,3.1,1.8,4.0,3.4,1.73,4.0,3.4,1.73,3.75,3.5,1.75,1.71,1.95,1.81,1.8,0.5,1.975,1.875,0.5
B1,2004-12-04,Westerlo,St Truiden,2,1,H,1,1,D,1.9,3.25,3.4,1.75,3.4,4.05,1.85,3.3,3.75,2.0,3.1,3.2,1.91,3.5,3.2,1.91,3.25,3.4,1.8,3.4,3.6,1.79,1.85,1.85,1.76,-0.5,2.025,1.825,-0.5
B1,2004-12-05,FC Brussels,Charleroi,1,2,A,1,1,D,3.0,3.2,2.1,3.3,3.25,2.0,3.05,3.25,2.1,3.1,3.2,2.0,2.88,3.4,2.1,3.0,3.2,2.1,2.8,3.4,2.1,1.75,1.9,1.57,2.1,0.5,2.05,1.8,0.25
B1,2004-12-05,Lokeren,Oostende,1,0,H,0,0,D,1.4,3.75,7.0,1.45,3.8,6.25,1.45,3.75,6.5,1.45,3.8,5.4,1.4,3.75,7.0,1.4,3.75,7.0,1.4,3.75,7.0,1.71,1.95,2.03,1.48,-1.5,1.975,1.875,-1.25
B1,2004-12-05,Standard,Beveren,3,0,H,1,0,H,1.5,3.6,5.5,1.5,3.65,5.8,1.5,3.7,5.75,1.45,3.8,5.4,1.5,3.6,5.5,1.5,3.6,5.5,1.5,3.6,5.5,1.65,2.0,2.15,1.42,-1.5,1.775,2.075,-1.0
B1,2004-12-11,Anderlecht,Club Brugge,2,1,H,0,1,A,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.25,2.8,2.3,3.0,2.7,2.38,3.25,2.5,2.25,3.1,2.8,2.4,3.3,2.45,1.71,1.95,2.25,1.5,-0.5,2.1,1.75,-0.25
B1,2004-12-11,Beveren,Westerlo,4,1,H,1,0,H,2.1,3.2,3.0,2.15,3.3,2.9,2.0,3.3,3.25,2.2,3.0,2.9,2.0,3.4,3.0,2.1,3.2,3.0,2.0,3.3,3.1,1.65,2.0,2.0,1.64,-0.5,1.85,2.0,-0.25
B1,2004-12-11,Charleroi,Genk,2,0,H,2,0,H,2.2,3.4,2.62,2.2,3.2,2.9,2.3,3.25,2.7,2.4,3.0,2.6,2.38,3.2,2.6,2.25,3.25,2.7,2.35,3.3,2.5,1.71,1.95,2.3,1.47,-0.5,2.15,1.7,-0.25
B1,2004-12-11,Lierse,Lokeren,2,0,H,2,0,H,1.9,3.25,3.4,1.8,3.4,3.8,1.85,3.4,3.6,2.1,3.0,3.1,2.0,3.4,3.0,1.91,3.25,3.4,1.85,3.4,3.4,1.65,2.0,1.85,1.75,-0.5,2.075,1.775,-0.5
B1,2004-12-11,Oostende,Louvieroise,2,1,H,1,1,D,3.75,3.3,1.8,3.8,3.4,1.8,3.3,3.5,1.9,3.5,3.1,1.9,3.4,3.25,1.91,3.3,3.3,1.91,3.0,3.4,2.0,1.65,2.0,1.7,1.9,0.5,1.975,1.875,0.5
B1,2004-12-11,St Truiden,Germinal,1,1,D,0,0,D,2.0,3.2,3.2,1.9,3.3,3.55,1.9,3.3,3.55,1.85,3.1,3.6,1.91,3.4,3.25,2.0,3.2,3.2,1.95,3.4,3.1,1.83,1.83,1.9,1.71,-0.5,1.75,2.1,-0.25
B1,2004-12-12,Cercle Brugge,FC Brussels,1,2,A,0,2,A,1.61,3.5,4.5,1.65,3.5,4.55,1.65,3.5,4.55,1.65,3.3,4.4,1.67,3.25,4.5,1.62,3.5,4.5,1.65,3.6,4.1,1.55,2.2,1.65,1.98,-0.5,1.825,2.025,-0.75
B1,2004-12-12,Gent,Standard,1,1,D,1,1,D,2.1,3.3,2.87,2.25,3.2,2.8,2.25,3.25,2.75,2.2,3.0,2.9,2.25,3.5,2.5,2.2,3.2,2.8,2.2,3.4,2.65,1.65,2.0,2.25,1.49,-0.5,2.1,1.75,-0.25
B1,2004-12-12,Mouscron,Bergen,5,1,H,0,1,A,1.5,3.6,5.5,1.5,3.65,5.8,1.55,3.5,5.5,1.55,3.5,4.8,1.5,3.6,5.5,1.53,3.4,5.5,1.6,3.55,4.5,1.6,2.1,1.55,2.14,-0.5,1.825,2.025,-1.0
B1,2004-12-18,FC Brussels,Mouscron,2,1,H,0,0,D,2.5,3.4,2.37,2.95,3.25,2.15,2.65,3.25,2.35,2.7,3.0,2.3,2.62,3.4,2.25,2.62,3.2,2.3,2.4,3.4,2.4,1.79,1.85,1.46,2.35,0.5,1.85,2.0,0.25
B1,2004-12-18,Genk,Cercle Brugge,2,1,H,1,0,H,1.36,3.75,8.0,1.45,3.8,6.25,1.33,4.3,7.85,1.35,4.0,7.0,1.4,3.75,7.0,1.4,3.75,7.0,1.4,4.1,6.0,1.55,2.2,1.8,1.63,-1.5,2.05,1.8,-1.5
B1,2004-12-18,Lokeren,Charleroi,1,1,D,1,1,D,2.25,3.2,2.75,2.1,3.3,3.0,2.2,3.4,2.75,2.2,3.0,2.9,2.1,3.4,2.8,2.25,3.2,2.75,2.25,3.4,2.6,1.83,1.83,2.2,1.52,-0.5,1.85,2.0,-0.25
B1,2004-12-18,Louvieroise,Lierse,3,2,H,1,1,D,2.2,3.2,2.8,1.95,3.35,3.35,2.2,3.2,2.9,2.2,3.0,2.9,2.0,3.2,3.2,2.1,3.25,2.9,,,,1.71,1.95,2.2,1.52,-0.5,2.15,1.7,-0.5
B1,2004-12-18,Westerlo,Gent,2,1,H,0,1,A,2.5,3.25,2.37,2.35,3.2,2.65,2.65,3.25,2.35,2.5,3.0,2.5,2.4,3.25,2.5,2.5,3.25,2.4,2.45,3.4,2.35,1.79,1.85,1.46,2.35,0.5,1.825,2.025,0.0
B1,2004-12-19,Beveren,Germinal,1,0,H,0,0,D,2.0,3.4,3.0,2.15,3.25,2.95,2.05,3.3,3.1,2.0,3.1,3.2,1.91,3.4,3.25,2.0,3.3,3.1,1.85,3.4,3.45,1.85,1.79,2.05,1.6,-0.5,1.825,2.025,-0.25
B1,2004-12-19,Club Brugge,St Truiden,5,1,H,3,1,H,1.16,5.5,12.0,1.2,5.5,10.5,1.2,5.35,11.0,1.2,5.0,10.0,1.2,5.0,11.0,1.2,5.0,11.0,1.2,5.0,11.0,1.5,2.3,,,,1.95,1.9,-2.0
B1,2004-12-19,Standard,Oostende,5,0,H,2,0,H,1.2,5.5,11.0,1.25,4.9,9.25,1.2,5.35,11.0,1.25,4.5,9.0,1.2,5.0,11.0,1.22,5.0,9.5,1.22,5.0,9.5,1.6,2.1,,,,2.0,1.85,-1.75
