,LBH,GBAH,SBA,IWA,B365A,GB>2.5,GB<2.5,B365AHA,LBA,LBAHA,B365AHH,IWD,B365<2.5,BWD,GBH,WHA,GBAHA,WHH,BWH,B365H,GBA,SBD,LBAHH,WHD,LBAH,B365AH,LBD,BWA,B365D,SBH,GBD,IWH,B365>2.5,GBAHH,HomeTeam,AwayTeam,idGame
0,1.73,-0.25,3.75,3.6,4.33,1.91,1.79,1.9,4.33,1.82,2.0,3.1,1.75,3.25,2.0,4.0,2.05,1.8,1.9,1.9,3.5,3.25,2.02,3.1,-0.5,-0.5,3.2,4.0,3.1,1.91,3.25,1.85,2.05,1.7,Aston Villa,Southampton,Aston Villa_Southampton_2004
1,1.67,-0.5,4.33,3.8,5.0,1.85,1.85,2.05,4.5,2.04,1.85,3.1,1.8,3.25,1.77,4.0,1.95,1.9,1.8,1.8,4.75,3.4,1.8,2.87,-0.5,-0.5,3.25,4.5,3.1,1.73,3.3,1.8,2.0,1.77,Blackburn,West Brom,Blackburn_West Brom_2004
2,2.2,-0.25,2.88,2.9,3.1,1.86,1.85,1.9,3.0,1.8,2.0,3.0,1.8,3.2,2.25,2.9,1.85,2.15,2.1,2.25,3.1,3.2,2.04,3.2,-0.25,-0.25,3.0,3.3,3.2,2.25,3.2,2.2,2.0,2.0,Bolton,Charlton,Bolton_Charlton_2004
3,2.1,-0.25,3.4,3.2,3.4,1.85,1.85,2.05,3.0,2.06,1.85,3.1,1.9,3.2,2.1,3.2,2.0,2.05,2.1,2.1,3.25,3.25,1.78,3.1,-0.25,-0.25,3.2,3.3,3.25,2.0,3.25,2.0,1.9,1.85,Man City,Fulham,Man City_Fulham_2004
4,2.25,,2.8,2.6,3.0,1.9,1.79,2.1,2.75,1.9,1.8,3.1,1.8,3.2,2.35,2.7,,2.37,2.4,2.3,2.95,3.25,1.94,3.0,-0.25,0.0,3.2,2.7,3.25,2.3,3.15,2.3,2.0,,Middlesbrough,Newcastle,Middlesbrough_Newcastle_2004
5,1.91,-0.25,3.2,3.5,3.4,1.9,1.79,2.075,3.5,2.04,1.825,3.1,1.85,3.2,2.15,3.3,1.95,2.0,2.1,2.1,3.2,3.25,1.8,3.1,-0.25,-0.25,3.2,3.3,3.25,2.1,3.2,1.9,1.95,1.9,Norwich,Crystal Palace,Norwich_Crystal Palace_2004
6,2.38,0.0,2.8,2.7,2.87,1.95,1.75,2.1,2.6,1.76,1.8,3.0,1.8,3.2,2.45,2.62,2.0,2.3,2.25,2.4,2.8,3.2,2.08,3.2,-0.25,0.0,3.2,3.0,3.2,2.3,3.2,2.3,2.0,1.85,Portsmouth,Birmingham,Portsmouth_Birmingham_2004
7,2.75,0.25,2.2,2.3,2.25,1.85,1.85,1.925,2.25,1.8,1.975,3.0,1.9,3.2,2.75,2.3,1.9,2.75,3.0,3.1,2.4,3.2,2.04,3.1,0.25,0.25,3.2,2.25,3.2,3.0,3.2,2.7,1.9,1.95,Tottenham,Liverpool,Tottenham_Liverpool_2004
8,2.1,0.0,3.2,3.2,3.4,1.9,1.79,2.05,3.0,1.84,1.85,3.1,1.85,3.1,2.1,3.2,2.2,2.0,2.15,2.1,3.35,3.25,2.0,3.2,-0.5,-0.25,3.2,3.2,3.25,2.1,3.25,2.0,1.95,1.6,Chelsea,Man United,Chelsea_Man United_2004
9,5.0,0.75,1.67,1.75,1.61,1.75,1.95,1.85,1.62,1.88,2.05,3.2,1.9,3.4,4.75,1.61,1.9,5.5,5.0,6.0,1.77,3.3,1.96,3.1,0.75,0.75,3.25,1.7,3.4,5.0,3.3,4.0,1.9,1.95,Everton,Arsenal,Everton_Arsenal_2004
10,4.33,0.75,1.73,1.8,1.83,1.9,1.79,2.0,1.73,1.96,1.9,3.1,1.85,3.4,4.5,1.83,1.95,4.33,4.25,4.5,1.83,3.4,1.88,2.87,0.75,0.75,3.2,1.75,3.2,4.5,3.25,3.8,1.95,1.9,Birmingham,Chelsea,Birmingham_Chelsea_2004
11,1.8,-0.25,3.5,3.5,3.75,1.85,1.85,1.825,3.75,1.8,2.075,3.1,1.9,3.25,2.05,3.75,2.05,1.83,1.9,2.0,3.5,3.2,2.04,3.2,-0.5,-0.5,3.25,3.75,3.2,2.0,3.3,1.9,1.9,1.7,Charlton,Portsmouth,Charlton_Portsmouth_2004
12,2.2,-0.25,2.88,3.1,3.0,1.85,1.85,2.1,2.8,2.04,1.8,3.0,1.85,3.1,2.35,2.8,1.75,2.2,2.25,2.3,2.95,3.2,1.8,3.2,0.0,0.0,3.2,3.0,3.25,2.3,3.2,2.1,1.95,2.0,Crystal Palace,Everton,Crystal Palace_Everton_2004
13,2.1,0.0,3.0,3.2,3.1,1.85,1.85,1.95,3.0,1.88,1.95,3.1,1.9,3.2,2.25,2.9,2.15,2.15,2.2,2.25,3.1,3.2,1.96,3.2,-0.25,-0.25,3.2,3.0,3.2,2.2,3.2,2.0,1.9,1.65,Fulham,Bolton,Fulham_Bolton_2004
14,1.57,-1.25,6.0,5.0,6.5,1.79,1.9,1.825,5.5,1.84,2.075,3.7,1.95,3.5,1.61,5.5,1.6,1.57,1.6,1.57,5.75,3.6,2.0,3.3,-1.0,-1.0,3.25,5.25,3.5,1.53,3.5,1.5,1.85,2.2,Liverpool,Man City,Liverpool_Man City_2004
15,1.22,-1.25,10.0,8.0,13.0,1.71,2.0,1.8,10.0,1.82,2.1,4.2,2.05,5.0,1.31,8.0,2.15,1.28,1.25,1.25,9.5,5.0,2.02,4.5,-1.5,-1.5,5.0,10.0,5.0,1.25,4.75,1.3,1.75,1.65,Man United,Norwich,Man United_Norwich_2004
16,1.62,-1.0,5.5,4.4,5.5,1.79,1.9,1.9,5.0,1.92,2.0,3.3,1.95,3.45,1.73,5.0,1.65,1.66,1.7,1.66,5.0,3.4,1.92,3.1,-0.75,-0.75,3.25,4.45,3.4,1.62,3.3,1.65,1.85,2.15,Newcastle,Tottenham,Newcastle_Tottenham_2004
17,2.1,0.0,2.88,3.1,3.0,1.95,1.75,1.85,3.0,1.84,2.05,3.0,1.75,3.2,2.3,3.0,2.15,2.15,2.2,2.3,3.0,3.25,2.0,3.1,-0.25,-0.25,3.2,3.0,3.25,2.25,3.2,2.1,2.05,1.65,Southampton,Blackburn,Southampton_Blackburn_2004
18,1.25,-1.25,8.5,6.0,9.0,1.65,2.05,1.775,10.0,1.76,2.125,3.9,2.1,4.0,1.36,8.0,2.05,1.33,1.35,1.36,9.0,4.33,2.08,4.0,-1.5,-1.5,4.5,9.0,4.33,1.33,4.25,1.4,1.7,1.71,Arsenal,Middlesbrough,Arsenal_Middlesbrough_2004
19,2.88,0.25,2.38,2.3,2.4,1.95,1.75,2.125,2.25,2.12,1.775,3.0,1.75,3.1,2.8,2.5,2.12,2.62,2.65,2.87,2.45,3.1,1.72,2.9,0.25,0.25,3.0,2.5,3.2,2.8,3.2,2.7,2.05,1.75,West Brom,Aston Villa,West Brom_Aston Villa_2004
20,1.91,-0.75,3.75,3.5,4.33,1.95,1.75,2.1,3.5,1.72,1.8,3.1,1.75,3.25,1.93,3.75,1.6,1.83,1.95,1.9,3.95,3.25,2.12,3.2,-0.5,-0.25,3.2,3.6,3.1,1.91,3.25,1.9,2.05,2.2,Birmingham,Man City,Birmingham_Man City_2004
21,6.5,1.0,1.44,1.5,1.44,1.85,1.85,2.0,1.44,1.72,1.9,3.7,1.95,3.6,7.5,1.44,1.7,6.5,7.5,8.5,1.47,3.75,2.12,3.6,1.0,1.25,3.6,1.45,3.75,7.0,3.75,5.0,1.85,2.05,Crystal Palace,Chelsea,Crystal Palace_Chelsea_2004
22,1.22,-0.5,10.0,9.0,10.0,1.55,2.2,2.025,10.0,1.94,1.875,4.5,2.15,5.0,1.3,9.5,3.24,1.22,1.25,1.28,10.0,4.5,1.9,5.0,-1.5,-1.5,5.0,10.0,5.0,1.29,4.8,1.25,1.65,1.3,Arsenal,Blackburn,Arsenal_Blackburn_2004
23,2.5,-0.5,2.75,2.7,2.75,1.95,1.75,2.1,2.5,2.02,1.8,3.0,1.8,3.2,2.35,2.75,1.53,2.3,2.4,2.5,2.95,3.2,1.82,3.1,0.0,0.0,3.2,2.7,3.2,2.38,3.2,2.3,2.0,2.35,Charlton,Aston Villa,Charlton_Aston Villa_2004
24,2.2,-0.5,2.75,2.7,2.75,1.95,1.75,2.15,2.75,1.74,1.75,3.0,1.85,3.25,2.4,2.75,1.51,2.3,2.3,2.5,2.85,3.2,2.1,3.1,-0.25,0.0,3.25,2.8,3.2,2.38,3.2,2.3,1.95,2.4,Fulham,Middlesbrough,Fulham_Middlesbrough_2004
25,1.44,-1.5,7.0,5.4,7.5,1.75,1.95,1.775,6.5,1.76,2.125,3.8,2.0,3.7,1.51,6.0,1.46,1.5,1.45,1.44,7.5,3.75,2.08,3.4,-1.25,-1.25,3.6,7.0,4.0,1.44,3.5,1.45,1.8,2.25,Newcastle,Norwich,Newcastle_Norwich_2004
26,2.2,-0.5,3.0,2.9,3.1,1.95,1.75,1.85,2.75,1.78,2.05,3.0,1.85,3.2,2.35,2.75,1.53,2.3,2.1,2.25,2.95,3.2,2.06,3.1,-0.25,-0.25,3.25,3.2,3.2,2.2,3.2,2.2,1.95,2.35,Southampton,Bolton,Southampton_Bolton_2004
27,2.5,0.5,2.5,2.4,2.5,1.95,1.75,1.8,2.4,2.08,2.1,3.0,1.75,3.25,2.85,2.3,2.4,2.75,2.5,2.75,2.4,3.2,1.76,3.1,0.25,0.0,3.25,2.55,3.2,2.6,3.2,2.6,2.05,1.51,West Brom,Tottenham,West Brom_Tottenham_2004
28,2.2,0.0,2.88,2.7,2.87,1.95,1.75,2.1,2.8,1.98,1.8,3.0,1.8,3.2,2.4,2.8,2.05,2.3,2.25,2.4,2.8,3.2,1.86,3.0,0.0,0.0,3.2,2.9,3.2,2.3,3.25,2.3,2.0,1.8,Aston Villa,Newcastle,Aston Villa_Newcastle_2004
29,4.5,0.5,1.73,1.9,1.72,1.85,1.85,1.8,1.67,1.84,2.1,3.1,1.9,3.2,4.2,1.83,1.85,4.0,4.0,5.0,1.85,3.4,2.0,3.0,0.5,0.5,3.25,1.85,3.4,4.5,3.3,3.5,1.9,1.85,Blackburn,Man United,Blackburn_Man United_2004
30,1.29,-1.75,10.0,9.0,10.0,1.71,2.0,2.05,10.0,1.82,1.85,4.5,2.05,4.5,1.3,8.5,1.85,1.3,1.3,1.28,10.0,4.5,2.02,4.2,-1.75,-1.5,4.0,9.0,5.0,1.29,4.7,1.25,1.75,1.85,Chelsea,Southampton,Chelsea_Southampton_2004
31,1.91,-0.25,3.75,3.2,3.75,1.95,1.75,1.825,3.5,1.84,2.075,3.1,1.75,3.2,2.0,3.5,2.05,2.05,1.85,2.0,3.65,3.25,2.0,2.87,-0.5,-0.5,3.2,4.0,3.2,1.91,3.25,2.0,2.05,1.7,Everton,West Brom,Everton_West Brom_2004
32,2.0,-0.25,3.0,3.1,3.1,1.85,1.85,2.05,3.2,1.98,1.85,3.0,1.85,3.25,2.15,3.1,2.0,2.1,1.9,2.25,3.25,3.2,1.86,3.1,-0.25,-0.25,3.2,3.75,3.2,2.2,3.25,2.1,1.95,1.85,Man City,Charlton,Man City_Charlton_2004
33,1.5,-1.0,6.5,5.0,7.5,1.79,1.9,2.1,6.0,1.88,1.8,3.7,1.95,3.45,1.55,5.5,2.0,1.53,1.55,1.44,6.5,3.6,1.96,3.5,-1.25,-1.0,3.4,6.0,4.0,1.5,3.5,1.5,1.85,1.85,Middlesbrough,Crystal Palace,Middlesbrough_Crystal Palace_2004
34,7.0,1.25,1.4,1.4,1.36,1.65,2.05,2.0,1.4,1.84,1.9,3.9,2.2,3.75,7.5,1.33,1.95,8.0,7.0,9.0,1.42,4.0,2.0,4.0,1.25,1.25,3.75,1.45,4.33,7.5,4.1,6.0,1.65,1.9,Norwich,Arsenal,Norwich_Arsenal_2004
35,1.83,-0.25,3.5,3.1,3.75,1.9,1.79,1.8,3.75,1.72,2.1,3.0,1.8,3.25,2.1,3.0,2.05,2.15,1.9,2.0,3.4,3.2,2.12,3.1,-0.5,-0.5,3.2,3.75,3.2,2.0,3.25,2.1,2.0,1.8,Tottenham,Birmingham,Tottenham_Birmingham_2004
36,3.2,0.25,2.2,2.2,2.2,1.85,1.85,1.925,2.0,1.84,1.975,3.0,1.9,3.2,3.2,2.15,1.9,3.0,3.0,3.2,2.2,3.2,2.0,3.1,0.25,0.25,3.2,2.2,3.25,3.0,3.2,2.9,1.9,1.95,Bolton,Liverpool,Bolton_Liverpool_2004
37,1.286,-1.25,9.0,8.0,10.0,1.6,2.15,2.0,9.0,2.02,1.9,4.2,2.1,4.5,1.33,8.5,2.05,1.28,1.3,1.28,9.5,4.5,1.82,4.33,-1.25,-1.25,4.333,9.0,5.0,1.3,4.5,1.3,1.7,1.8,Man United,Everton,Man United_Everton_2004
38,2.38,-0.25,2.88,2.9,3.0,1.9,1.79,,2.6,,,3.0,1.8,3.2,2.3,3.0,1.8,2.15,2.3,2.3,3.0,3.25,,3.1,,,3.2,2.85,3.25,2.25,3.2,2.2,2.0,2.05,Portsmouth,Fulham,Portsmouth_Fulham_2004
39,3.75,0.25,1.9,1.9,1.909,1.95,1.75,1.975,1.8,1.9,1.925,3.1,1.7,3.2,3.8,1.9,1.7,3.5,3.8,4.333,1.95,3.25,1.94,3.2,0.5,0.5,3.25,1.9,3.1,3.75,3.3,3.5,2.1,2.05,Aston Villa,Chelsea,Aston Villa_Chelsea_2004
40,3.6,0.25,1.9,2.0,1.909,1.79,1.9,2.025,1.8330000000000002,1.98,1.875,3.1,1.85,3.3,3.8,1.9,1.67,3.5,3.55,3.75,1.95,3.25,1.86,3.2,0.5,0.5,3.4,1.9,3.5,3.75,3.3,3.2,1.95,2.1,Bolton,Man United,Bolton_Man United_2004
41,6.5,1.0,1.53,1.55,1.5330000000000001,1.65,2.05,1.875,1.444,1.78,2.025,3.5,2.25,4.0,7.5,1.44,1.8,7.0,7.25,7.0,1.45,3.6,2.06,3.5,1.0,1.0,3.6,1.4,3.6,6.0,3.9,4.8,1.61,2.05,Fulham,Arsenal,Fulham_Arsenal_2004
42,1.4,-1.0,7.5,6.0,8.5,1.79,1.9,1.95,7.0,2.0,1.95,3.9,2.0,3.55,1.55,6.0,2.1,1.5,1.5,1.444,6.5,4.0,1.84,3.4,-1.25,-1.25,3.75,6.5,3.75,1.4,3.6,1.4,1.8,1.67,Liverpool,West Brom,Liverpool_West Brom_2004
43,2.0,-0.25,3.75,3.8,4.333,1.85,1.85,1.975,3.2,1.92,1.925,3.1,1.95,3.25,1.9,3.2,2.15,2.0,1.9,1.909,4.2,3.25,1.92,3.2,-0.5,-0.5,3.2,3.75,3.1,1.9,3.2,1.8,1.85,1.65,Man City,Everton,Man City_Everton_2004
44,1.8,-0.25,3.75,3.5,4.333,1.9,1.79,1.975,3.75,1.9,1.925,3.1,1.75,3.2,1.9,3.3,2.15,2.0,1.8,1.909,4.2,3.25,1.94,3.1,-0.5,-0.5,3.25,4.3,3.1,1.9,3.2,1.9,2.05,1.65,Middlesbrough,Birmingham,Middlesbrough_Birmingham_2004
45,1.615,-1.0,4.5,4.2,5.5,1.75,1.95,1.95,4.5,2.0,1.95,3.2,2.05,3.5,1.7,4.5,1.7,1.8,1.6,1.6669999999999998,5.1,3.4,1.84,2.9,-0.75,-0.75,3.5,5.25,3.4,1.72,3.4,1.7,1.75,2.05,Newcastle,Blackburn,Newcastle_Blackburn_2004
46,1.7269999999999999,-1.0,4.5,3.8,4.333,1.85,1.85,1.775,4.0,1.74,2.125,3.1,1.95,3.3,1.7,4.2,1.6,1.72,1.7,1.8,5.1,3.4,2.1,3.25,-0.75,-0.75,3.4,4.75,3.5,1.72,3.4,1.8,1.85,2.2,Portsmouth,Crystal Palace,Portsmouth_Crystal Palace_2004
47,1.571,-1.0,5.5,4.8,6.5,1.79,1.9,2.025,5.0,1.96,1.875,3.5,1.9,3.55,1.55,5.5,1.7,1.57,1.5,1.571,6.5,3.4,1.88,3.3,-0.75,-0.75,3.5,6.5,3.5,1.61,3.6,1.55,1.9,2.05,Tottenham,Norwich,Tottenham_Norwich_2004
48,1.8330000000000002,-0.25,3.5,3.5,4.333,1.85,1.85,2.1,3.75,1.84,1.8,3.1,1.9,3.25,2.0,3.75,2.05,1.8,1.95,1.8330000000000002,3.6,3.2,2.0,3.3,-0.5,-0.25,3.2,3.55,3.3,2.0,3.35,1.9,1.9,1.8,Charlton,Southampton,Charlton_Southampton_2004
49,1.25,-1.25,10.0,8.0,13.0,1.55,2.25,1.925,10.0,,1.975,4.2,2.2,4.5,1.27,11.0,2.1,1.2,1.3,1.25,11.0,5.0,,5.0,,-1.5,4.5,9.0,5.0,1.25,5.0,1.3,1.65,1.67,Arsenal,Bolton,Arsenal_Bolton_2004
50,1.91,-0.25,3.75,3.8,4.33,1.9,1.79,1.95,3.4,1.94,1.95,3.1,1.75,3.2,1.9,3.75,2.15,1.8,1.85,1.9,4.0,3.25,1.9,3.3,-0.5,-0.5,3.25,4.0,3.1,1.91,3.3,1.8,2.05,1.65,Birmingham,Charlton,Birmingham_Charlton_2004
51,2.1,0.0,3.0,3.2,3.2,1.85,1.85,1.75,3.0,2.02,2.15,3.1,1.85,3.15,2.15,3.1,2.35,2.15,2.0,2.2,3.3,3.25,1.82,3.0,-0.25,-0.5,3.2,3.5,3.25,2.2,3.2,2.0,1.95,1.55,Blackburn,Portsmouth,Blackburn_Portsmouth_2004
52,2.5,-0.25,2.62,2.5,2.62,1.85,1.85,1.85,2.4,1.8,2.05,3.0,1.85,3.25,2.65,2.5,1.55,2.5,2.5,2.6,2.55,3.2,2.04,3.1,0.0,0.0,3.25,2.55,3.2,2.5,3.2,2.5,1.95,2.3,Crystal Palace,Man City,Crystal Palace_Man City_2004
53,2.6,-0.25,2.5,2.5,2.5,1.9,1.79,1.85,2.38,1.84,2.05,3.0,1.85,3.2,2.8,2.5,1.52,2.62,2.75,2.75,2.4,3.2,2.0,2.9,0.0,0.0,3.2,2.35,3.2,2.62,3.25,2.5,1.95,2.4,Norwich,Aston Villa,Norwich_Aston Villa_2004
54,2.38,-0.25,2.7,2.9,2.75,1.95,1.75,2.1,2.6,2.02,1.8,3.0,1.75,3.15,2.4,2.62,1.6,2.37,2.3,2.5,2.8,3.2,1.82,3.1,0.0,0.0,3.2,2.85,3.2,2.4,3.25,2.2,2.05,2.2,West Brom,Fulham,West Brom_Fulham_2004
55,1.5,-1.25,7.0,6.0,7.5,1.75,1.95,2.05,6.0,2.0,1.85,3.9,1.85,3.6,1.5,7.0,1.6,1.44,1.5,1.5,7.0,3.75,1.84,3.5,-1.0,-1.0,3.4,6.25,3.6,1.44,3.7,1.4,1.95,2.2,Chelsea,Tottenham,Chelsea_Tottenham_2004
56,2.25,-0.25,2.75,2.6,2.75,1.85,1.85,2.1,2.75,2.0,1.8,3.0,1.8,3.2,2.4,2.62,1.67,2.37,2.35,2.5,2.8,3.2,1.84,3.1,0.0,0.0,3.2,2.75,3.2,2.38,3.25,2.4,2.0,2.1,Everton,Middlesbrough,Everton_Middlesbrough_2004
57,2.6,-0.25,2.38,2.5,2.37,1.85,1.85,1.8,2.38,1.8,2.1,3.0,1.8,3.15,2.6,2.25,1.45,2.75,2.5,2.87,2.55,3.2,2.04,3.2,0.0,0.0,3.2,2.6,3.25,2.75,3.25,2.5,2.0,2.6,Southampton,Newcastle,Southampton_Newcastle_2004
58,1.83,0.0,3.75,3.1,3.75,1.85,1.85,2.05,3.75,1.94,1.85,3.0,1.8,3.2,2.0,3.4,2.3,2.0,1.9,2.0,3.75,3.25,1.9,3.0,-0.25,-0.25,3.2,3.8,3.2,1.91,3.2,2.1,2.0,1.55,Man United,Liverpool,Man United_Liverpool_2004
59,1.36,-1.25,6.5,5.4,7.5,1.75,1.95,1.875,8.0,1.9,2.025,3.8,1.9,4.0,1.45,6.0,1.9,1.5,1.4,1.5,7.5,3.6,1.94,3.4,-1.25,-1.25,3.75,7.25,3.6,1.5,3.9,1.45,1.9,1.95,Aston Villa,Crystal Palace,Aston Villa_Crystal Palace_2004
60,1.8,-0.25,3.75,3.5,3.75,1.9,1.79,1.9,4.0,1.86,2.0,3.1,1.75,3.3,2.0,3.3,2.2,2.0,1.85,2.0,3.7,3.25,1.98,3.1,-0.5,-0.5,3.2,3.85,3.2,1.91,3.25,1.9,2.05,1.6,Bolton,Birmingham,Bolton_Birmingham_2004
61,1.83,-0.25,3.75,3.6,3.75,1.95,1.75,1.775,3.75,1.8,2.125,3.1,1.75,3.2,2.0,3.75,2.2,1.83,1.95,2.0,3.75,3.25,2.04,3.2,-0.5,-0.5,3.2,3.6,3.2,1.91,3.2,1.85,2.05,1.6,Fulham,Southampton,Fulham_Southampton_2004
62,1.36,-1.0,7.5,6.0,9.0,1.79,1.9,1.825,8.0,1.82,2.075,3.9,1.9,4.0,1.45,8.0,2.05,1.36,1.35,1.4,7.5,4.0,2.02,3.75,-1.25,-1.25,3.75,9.0,4.0,1.4,3.9,1.4,1.9,1.7,Liverpool,Norwich,Liverpool_Norwich_2004
63,6.0,0.75,1.57,1.5,1.57,1.75,1.95,1.8,1.5,1.74,2.1,3.7,2.2,3.55,5.5,1.5,1.8,6.0,5.65,6.5,1.62,3.6,2.1,3.4,0.75,0.75,3.4,1.55,3.5,5.5,3.5,5.0,1.65,2.05,Man City,Arsenal,Man City_Arsenal_2004
64,3.75,0.25,2.0,2.0,2.1,1.95,1.75,1.85,1.83,1.74,2.05,3.1,1.7,3.2,3.3,2.1,1.8,3.1,3.2,3.5,2.15,3.2,2.1,3.1,0.25,0.25,3.2,2.1,3.2,3.5,3.2,3.2,2.1,2.05,Middlesbrough,Chelsea,Middlesbrough_Chelsea_2004
65,1.4,-1.0,7.0,5.4,7.0,1.75,1.95,1.85,7.0,1.9,2.05,3.8,1.95,4.0,1.45,6.5,2.2,1.53,1.4,1.5,7.5,3.75,1.94,3.1,-1.25,-1.25,3.75,7.25,3.75,1.44,3.9,1.45,1.85,1.6,Newcastle,West Brom,Newcastle_West Brom_2004
66,3.0,0.25,2.1,2.0,2.1,1.9,1.79,2.125,2.1,1.74,1.775,3.1,1.85,3.2,3.3,2.1,1.85,3.2,3.2,3.4,2.15,3.2,2.1,3.0,0.25,0.5,3.2,2.1,3.25,3.25,3.2,3.2,1.95,2.0,Tottenham,Man United,Tottenham_Man United_2004
67,2.25,-0.25,3.0,2.7,3.1,1.9,1.79,1.925,2.75,1.86,1.975,3.0,1.85,3.1,2.25,3.0,1.9,2.1,2.25,2.25,3.1,3.25,1.98,3.2,-0.25,-0.25,3.2,3.0,3.2,2.2,3.2,2.3,1.95,1.95,Portsmouth,Everton,Portsmouth_Everton_2004
68,1.91,-0.25,3.5,3.2,3.4,1.85,1.85,2.05,3.5,1.74,1.85,3.1,1.8,3.25,2.1,3.5,2.0,1.95,1.9,2.1,3.45,3.2,2.1,3.1,-0.5,-0.25,3.2,3.75,3.25,2.0,3.2,2.0,2.0,1.85,Charlton,Blackburn,Charlton_Blackburn_2004
69,1.2,-1.25,10.0,7.5,10.0,1.6,2.15,1.9,11.0,1.86,2.0,4.0,2.1,5.5,1.27,9.5,2.05,1.22,1.2,1.28,10.0,5.0,1.98,5.0,-1.5,-1.5,5.0,11.5,5.0,1.25,5.25,1.33,1.7,1.7,Arsenal,Charlton,Arsenal_Charlton_2004
70,2.38,-0.25,2.7,2.7,2.87,2.0,1.71,2.1,2.6,2.04,1.8,3.0,1.7,3.1,2.4,2.7,1.7,2.37,2.45,2.37,2.9,3.2,1.8,3.0,0.0,0.0,3.2,2.7,3.25,2.4,3.15,2.3,2.1,2.05,Blackburn,Aston Villa,Blackburn_Aston Villa_2004
71,2.1,0.0,3.0,2.9,3.1,2.0,1.71,1.85,3.0,1.76,2.05,3.0,1.66,3.15,2.3,2.8,2.05,2.25,2.5,2.25,3.0,3.2,2.08,3.1,-0.25,-0.25,3.2,2.6,3.2,2.2,3.2,2.2,2.15,1.7,Everton,Tottenham,Everton_Tottenham_2004
72,2.38,0.0,2.88,2.9,2.87,2.0,1.71,1.875,2.75,1.84,2.025,3.0,1.75,3.1,2.4,2.7,2.05,2.37,2.25,2.37,2.9,3.2,2.0,3.0,-0.25,-0.25,3.0,3.0,3.25,2.3,3.15,2.2,2.05,1.7,Norwich,Portsmouth,Norwich_Portsmouth_2004
73,2.25,-0.25,2.88,2.9,2.87,1.95,1.75,2.05,2.75,1.76,1.85,3.0,1.75,3.1,2.35,2.62,1.7,2.37,2.25,2.37,2.95,3.2,2.08,3.1,-0.25,0.0,3.2,3.0,3.25,2.3,3.15,2.2,2.05,2.05,Southampton,Man City,Southampton_Man City_2004
74,2.75,-0.25,2.5,2.5,2.5,2.0,1.71,1.825,2.25,1.78,2.075,3.0,1.8,3.1,2.7,2.5,1.6,2.62,2.7,2.75,2.55,3.2,2.06,2.9,0.0,0.0,3.2,2.45,3.2,2.6,3.15,2.5,2.0,2.2,West Brom,Bolton,West Brom_Bolton_2004
