,LBH,GBAH,SBA,IWA,B365A,GB>2.5,GB<2.5,B365AHA,LBA,LBAHA,B365AHH,IWD,B365<2.5,BWD,GBH,WHA,GBAHA,WHH,BWH,B365H,GBA,SBD,LBAHH,WHD,LBAH,B365AH,LBD,BWA,B365D,SBH,GBD,IWH,B365>2.5,GBAHH,HomeTeam,AwayTeam,idGame
75,2.5,-0.25,2.5,2.5,2.6,1.9,1.79,1.875,2.5,1.88,2.025,3.0,1.75,3.2,2.75,2.4,1.6,2.6,2.7,2.62,2.5,3.2,1.96,3.1,0.0,0.0,3.2,2.4,3.2,2.6,3.2,2.5,2.05,2.2,Birmingham,Newcastle,Birmingham_Newcastle_2004
76,1.67,-0.25,4.33,3.8,5.0,2.0,1.75,2.05,4.5,1.96,1.85,3.1,1.7,3.2,1.8,4.0,2.45,1.8,1.8,1.8,4.5,3.2,1.88,3.1,-0.5,-0.5,3.25,4.3,3.1,1.8,3.3,1.8,2.1,1.5,Chelsea,Liverpool,Chelsea_Liverpool_2004
77,1.36,-1.0,8.0,7.0,9.0,1.71,2.0,2.125,8.0,2.08,1.775,4.0,2.0,4.0,1.4,8.0,2.3,1.36,1.4,1.4,9.0,4.0,1.76,3.75,-1.25,-1.25,3.75,7.25,4.0,1.36,4.0,1.35,1.8,1.55,Man United,Middlesbrough,Man United_Middlesbrough_2004
78,2.75,-0.25,2.5,2.3,2.6,1.9,1.79,1.85,2.25,,2.05,3.0,1.75,3.1,2.7,2.4,1.55,2.6,2.6,2.62,2.55,3.2,,3.1,,0.0,3.2,2.55,3.2,2.6,3.15,2.7,2.05,2.3,Crystal Palace,Fulham,Crystal Palace_Fulham_2004
79,1.25,-1.5,9.0,7.5,9.5,1.6,2.15,1.825,10.0,1.8,2.075,4.0,2.05,4.5,1.3,8.5,1.78,1.28,1.3,1.3,11.0,4.75,2.04,4.33,-1.5,-1.5,4.5,9.0,5.0,1.29,4.5,1.33,1.75,1.77,Arsenal,Aston Villa,Arsenal_Aston Villa_2004
80,4.33,0.5,1.73,1.75,1.72,1.9,1.79,1.775,1.73,1.72,2.125,3.2,1.8,3.35,4.5,1.83,1.75,4.0,4.3,5.5,1.8,3.4,2.12,3.0,0.5,0.5,3.2,1.75,3.2,4.5,3.3,4.0,2.0,1.99,Birmingham,Man United,Birmingham_Man United_2004
81,2.38,-0.25,2.7,2.5,2.75,2.0,1.71,2.05,2.6,2.0,1.85,3.0,1.75,3.1,2.55,2.62,1.6,2.5,2.4,2.5,2.6,3.2,1.84,2.9,0.0,0.0,3.2,2.75,3.2,2.4,3.25,2.5,2.05,2.2,Blackburn,Middlesbrough,Blackburn_Middlesbrough_2004
82,1.57,-1.25,5.5,4.6,5.5,1.85,1.85,1.875,5.0,1.82,2.025,3.4,1.9,3.45,1.63,5.0,1.6,1.61,1.55,1.61,6.0,3.6,2.02,3.3,-1.0,-1.0,3.5,6.0,3.6,1.57,3.4,1.6,1.9,2.2,Bolton,Crystal Palace,Bolton_Crystal Palace_2004
83,1.73,-0.5,4.75,4.2,5.0,1.95,1.75,2.125,4.33,2.1,1.775,3.2,1.7,3.2,1.75,4.5,1.99,1.7,1.8,1.72,4.85,3.25,1.74,3.2,-0.5,-0.5,3.2,4.3,3.4,1.73,3.3,1.7,2.1,1.75,Everton,Southampton,Everton_Southampton_2004
84,3.0,0.25,2.1,2.1,2.1,1.9,1.79,2.125,2.1,2.06,1.775,3.0,1.75,3.2,3.25,2.15,1.72,3.1,3.2,3.4,2.15,3.2,1.78,3.0,0.5,0.5,3.2,2.1,3.25,3.2,3.25,3.1,2.05,2.0,Fulham,Liverpool,Fulham_Liverpool_2004
85,4.5,0.5,1.67,1.65,1.72,2.05,1.65,1.775,1.62,1.74,2.125,3.3,1.7,3.25,4.7,1.66,1.75,4.5,4.5,5.5,1.77,3.4,2.18,3.3,0.5,0.5,3.5,1.75,3.2,5.0,3.25,4.4,2.1,1.99,Man City,Chelsea,Man City_Chelsea_2004
86,2.1,-0.25,3.2,3.5,3.4,2.0,1.71,2.05,3.0,1.72,1.85,3.1,1.75,3.05,2.15,3.2,1.9,2.1,2.05,2.1,3.3,3.2,2.12,3.0,-0.5,-0.25,3.2,3.5,3.25,2.1,3.25,1.9,2.05,1.8,West Brom,Norwich,West Brom_Norwich_2004
87,2.5,-0.25,2.4,2.5,2.5,1.85,1.85,1.8,2.5,1.78,2.1,3.0,1.9,3.15,2.65,2.5,1.45,2.62,2.5,2.75,2.5,3.2,2.06,2.9,0.0,0.0,3.2,2.6,3.2,2.7,3.25,2.5,1.9,2.6,Charlton,Newcastle,Charlton_Newcastle_2004
88,2.6,0.5,2.5,2.5,2.62,2.05,1.71,1.9,2.38,,2.0,3.0,1.7,3.15,2.6,2.6,2.55,2.4,2.6,2.6,2.55,3.2,,3.1,,0.0,3.2,2.5,3.2,2.6,3.25,2.5,2.1,1.2,Portsmouth,Tottenham,Portsmouth_Tottenham_2004
89,1.67,-0.5,4.33,4.0,4.5,1.9,1.79,2.15,4.5,2.12,1.75,3.2,1.8,3.3,1.83,4.0,1.89,1.83,1.7,1.8,4.5,3.2,1.72,3.0,-0.5,-0.5,3.25,4.75,3.3,1.8,3.25,1.75,2.0,1.83,Aston Villa,Fulham,Aston Villa_Fulham_2004
90,1.25,-1.5,9.5,7.0,10.0,1.9,1.79,1.85,10.0,1.78,2.05,4.0,1.85,4.5,1.33,8.5,1.7,1.28,1.3,1.28,9.5,4.5,2.06,4.33,-1.5,-1.5,4.5,9.0,5.0,1.3,4.5,1.35,1.95,1.85,Chelsea,Blackburn,Chelsea_Blackburn_2004
91,2.1,-0.25,2.9,2.8,3.0,2.0,1.71,1.85,3.0,1.76,2.05,2.9,1.7,3.1,2.38,2.87,1.7,2.25,2.25,2.3,2.95,3.2,2.08,3.0,-0.25,-0.25,3.2,3.0,3.25,2.25,3.1,2.3,2.1,2.05,Crystal Palace,West Brom,Crystal Palace_West Brom_2004
92,1.44,-1.0,6.5,5.0,7.5,1.85,1.85,2.05,6.5,2.04,1.85,3.7,1.85,3.45,1.5,6.5,1.85,1.44,1.55,1.5,6.8,3.6,1.88,3.6,-1.0,-1.0,3.6,6.0,3.6,1.5,3.75,1.5,1.95,1.85,Liverpool,Charlton,Liverpool_Charlton_2004
93,2.62,0.0,2.5,2.4,2.5,2.05,1.65,1.9,2.5,1.88,2.0,2.9,1.65,3.0,2.65,2.4,1.8,2.75,2.6,2.75,2.55,3.2,1.96,2.9,0.0,0.0,2.88,2.6,3.2,2.6,3.25,2.7,2.2,1.9,Norwich,Everton,Norwich_Everton_2004
94,1.8,-0.25,3.6,3.5,4.0,2.0,1.71,1.8,3.75,1.76,2.1,3.1,1.66,3.2,2.0,3.75,1.9,1.83,1.85,1.9,3.75,3.25,2.08,3.2,-0.5,-0.5,3.25,4.0,3.25,1.95,3.2,1.9,2.15,1.8,Tottenham,Bolton,Tottenham_Bolton_2004
95,2.5,0.0,2.62,2.5,2.75,1.85,1.85,2.075,2.5,2.02,1.825,3.0,1.8,3.15,2.8,2.6,1.9,2.4,2.4,2.62,2.9,3.2,1.82,3.1,0.0,0.0,3.2,2.7,3.0,2.5,3.3,2.5,2.0,1.8,Man United,Arsenal,Man United_Arsenal_2004
96,1.62,-0.75,5.5,4.6,5.5,1.85,1.85,2.0,5.0,2.04,1.8,3.4,1.8,3.35,1.73,4.5,1.9,1.66,1.65,1.66,4.85,3.4,1.8,3.3,-0.75,-0.75,3.25,4.85,3.4,1.62,3.4,1.6,2.0,1.8,Middlesbrough,Portsmouth,Middlesbrough_Portsmouth_2004
97,1.62,-0.75,5.5,4.4,5.5,1.75,1.95,1.9,4.5,1.9,2.0,3.3,1.85,3.3,1.73,4.5,1.85,1.66,1.7,1.66,4.85,3.4,1.94,3.3,-0.75,-0.75,3.5,4.75,3.4,1.62,3.4,1.65,1.95,1.85,Newcastle,Man City,Newcastle_Man City_2004
98,2.38,0.0,2.75,2.7,2.75,2.05,1.65,2.075,2.6,1.7,1.825,2.9,1.65,3.1,2.4,2.6,1.9,2.4,2.25,2.5,2.85,3.2,2.14,3.1,-0.25,0.0,3.2,3.0,3.2,2.38,3.2,2.4,2.2,1.8,Southampton,Birmingham,Southampton_Birmingham_2004
99,1.17,-1.75,13.0,10.0,15.0,1.6,2.15,1.925,12.0,1.9,1.975,5.0,2.15,6.5,1.18,12.0,1.8,1.16,1.15,1.16,15.0,6.0,1.94,5.5,-1.75,-1.75,5.5,13.0,6.5,1.17,6.25,1.2,1.66,2.0,Arsenal,Southampton,Arsenal_Southampton_2004
100,1.67,-0.5,4.33,4.2,4.5,2.0,1.71,2.1,4.5,2.06,1.8,3.2,1.65,3.4,1.8,4.33,1.91,1.72,1.7,1.83,4.55,3.2,1.78,3.2,-0.5,-0.5,3.25,4.5,3.25,1.8,3.3,1.7,2.2,1.8,Birmingham,Crystal Palace,Birmingham_Crystal Palace_2004
101,4.33,0.5,1.8,1.85,1.8,1.85,1.85,1.8,1.73,1.8,2.1,3.1,1.85,3.2,4.15,1.83,1.87,3.75,4.0,5.0,1.87,3.25,2.12,3.2,0.5,0.5,3.2,1.85,3.1,4.33,3.3,3.6,1.95,1.84,Blackburn,Liverpool,Blackburn_Liverpool_2004
102,2.25,0.0,2.7,2.7,2.62,2.0,1.71,2.075,2.75,2.12,1.825,2.9,1.66,3.2,2.45,2.7,2.03,2.37,2.4,2.6,2.8,3.2,1.72,3.0,0.0,0.0,3.2,2.7,3.2,2.4,3.2,2.4,2.15,1.77,Charlton,Middlesbrough,Charlton_Middlesbrough_2004
103,2.1,-0.25,3.25,3.2,3.5,2.0,1.71,2.0,3.2,1.9,1.9,3.1,1.66,3.2,2.1,3.4,1.95,2.0,2.1,2.1,3.4,3.2,1.94,3.0,-0.25,-0.25,3.0,3.2,3.2,2.1,3.25,2.0,2.15,1.85,Everton,Aston Villa,Everton_Aston Villa_2004
104,2.5,0.0,2.75,2.7,2.75,2.05,1.65,2.075,2.5,2.02,1.825,2.9,1.66,3.15,2.5,2.62,2.0,2.5,2.5,2.5,2.75,3.2,1.82,2.9,0.0,0.0,3.2,2.6,3.2,2.38,3.2,2.4,2.15,1.8,Fulham,Tottenham,Fulham_Tottenham_2004
105,4.5,0.75,1.67,1.65,1.66,1.9,1.79,1.775,1.67,1.74,2.125,3.3,1.8,3.35,5.0,1.66,1.85,4.5,5.0,5.5,1.7,3.4,2.1,3.3,0.75,0.75,3.25,1.65,3.4,5.0,3.45,4.4,2.0,1.95,Portsmouth,Man United,Portsmouth_Man United_2004
106,7.0,1.25,1.44,1.45,1.44,1.95,1.75,1.75,1.4,1.7,2.15,3.8,1.75,3.55,7.75,1.44,1.9,6.5,6.5,7.5,1.45,3.75,2.14,3.6,1.0,1.0,3.75,1.5,4.0,7.0,3.85,5.4,2.05,1.9,West Brom,Chelsea,West Brom_Chelsea_2004
107,2.38,0.5,2.8,2.7,2.75,1.85,1.85,2.075,2.6,2.02,1.825,2.9,1.85,3.1,2.4,2.6,2.0,2.4,2.4,2.5,2.85,3.1,1.82,3.1,0.0,0.0,3.2,2.75,3.2,2.4,3.2,2.4,1.95,1.8,Bolton,Newcastle,Bolton_Newcastle_2004
108,1.62,-0.75,5.0,4.4,5.0,1.85,1.85,2.025,5.0,2.02,1.875,3.3,1.75,3.2,1.7,5.0,1.95,1.66,1.7,1.72,5.5,3.4,1.82,3.1,-0.75,-0.75,3.25,5.0,3.4,1.67,3.25,1.65,2.05,1.85,Man City,Norwich,Man City_Norwich_2004
109,1.73,-0.5,4.33,3.8,4.33,1.95,1.75,2.05,4.33,2.04,1.85,3.1,1.66,3.25,1.85,4.0,1.86,1.8,1.75,1.83,4.35,3.2,1.8,3.1,-0.5,-0.5,3.2,4.5,3.3,1.8,3.25,1.8,2.15,1.85,Aston Villa,Portsmouth,Aston Villa_Portsmouth_2004
110,1.4,-1.25,8.5,6.0,9.0,1.9,1.79,1.875,7.0,1.88,2.025,3.9,1.75,4.0,1.45,7.0,1.85,1.4,1.4,1.4,7.5,3.75,1.96,3.75,-1.25,-1.25,3.75,7.25,4.0,1.4,3.9,1.4,2.05,1.95,Chelsea,Everton,Chelsea_Everton_2004
111,7.0,1.25,1.44,1.45,1.44,1.71,2.0,2.025,1.4,2.02,1.875,3.8,2.05,4.0,7.5,1.36,1.95,7.0,7.25,7.5,1.42,3.75,1.9,4.0,1.25,1.25,3.75,1.4,4.0,7.0,4.1,5.4,1.75,1.85,Crystal Palace,Arsenal,Crystal Palace_Arsenal_2004
112,1.44,-1.0,7.5,5.0,7.5,1.95,1.75,1.925,6.5,1.88,1.975,3.7,1.75,4.0,1.47,6.5,1.85,1.44,1.4,1.5,7.0,3.75,1.96,3.6,-1.0,-1.0,3.6,7.25,3.6,1.44,3.9,1.5,2.05,1.95,Liverpool,Birmingham,Liverpool_Birmingham_2004
113,2.25,-0.25,3.0,2.9,3.0,1.85,1.85,1.875,2.75,1.84,2.025,3.0,1.75,3.1,2.3,2.8,1.85,2.2,2.25,2.3,3.0,3.2,2.0,3.2,-0.25,-0.25,3.2,3.0,3.25,2.2,3.2,2.2,2.05,1.95,Norwich,Blackburn,Norwich_Blackburn_2004
114,1.83,-0.5,3.75,3.5,3.75,2.0,1.71,1.975,4.0,1.88,1.925,3.1,1.65,3.2,2.0,3.3,1.73,2.0,2.0,2.0,3.75,3.2,1.96,3.1,-0.5,-0.5,3.0,3.45,3.2,1.91,3.2,1.9,2.2,2.0,Southampton,West Brom,Southampton_West Brom_2004
115,1.73,-0.5,3.75,3.5,4.33,2.0,1.71,2.0,4.33,1.96,1.9,3.1,1.66,3.3,1.9,3.75,1.81,1.83,1.7,1.9,4.0,3.25,1.88,3.2,-0.5,-0.5,3.2,4.75,3.1,1.91,3.3,1.9,2.15,1.9,Tottenham,Charlton,Tottenham_Charlton_2004
116,1.44,-1.25,7.5,5.4,9.0,1.9,1.79,1.875,6.5,1.9,2.025,3.8,2.0,4.0,1.45,7.0,1.9,1.4,1.4,1.4,8.0,4.0,1.94,3.75,-1.25,-1.25,3.6,7.25,4.0,1.4,3.8,1.45,1.8,1.9,Man United,Man City,Man United_Man City_2004
117,1.91,-0.5,3.75,3.5,3.75,1.85,1.85,1.825,3.5,1.78,2.075,3.1,1.75,3.25,1.95,3.5,1.76,1.9,1.9,2.0,3.85,3.25,2.06,3.2,-0.5,-0.5,3.2,3.75,3.2,1.91,3.25,1.9,2.05,1.95,Middlesbrough,Bolton,Middlesbrough_Bolton_2004
118,1.57,-1.0,6.0,4.8,6.5,1.75,1.95,1.875,5.0,1.86,2.025,3.5,2.0,3.45,1.6,5.5,1.85,1.53,1.55,1.57,6.0,3.6,1.98,3.5,-1.0,-1.0,3.5,6.0,3.5,1.53,3.5,1.55,1.8,1.95,Newcastle,Fulham,Newcastle_Fulham_2004
119,2.2,0.0,2.75,2.8,3.0,2.05,1.65,1.8,2.8,1.86,2.1,2.9,1.65,3.1,2.4,2.75,2.0,2.3,2.5,2.37,2.8,3.2,1.98,3.1,-0.25,-0.25,3.2,2.65,3.1,2.38,3.3,2.3,2.2,1.8,Birmingham,Everton,Birmingham_Everton_2004
120,2.1,-0.25,3.25,3.3,3.1,1.95,1.75,1.925,3.0,1.94,1.975,3.0,1.7,3.1,2.2,3.2,1.85,2.05,1.95,2.25,3.2,3.2,1.9,3.1,-0.25,-0.25,3.2,3.75,3.2,2.1,3.2,2.0,2.1,1.95,Bolton,Aston Villa,Bolton_Aston Villa_2004
121,1.73,-0.5,4.0,4.0,5.0,2.0,1.71,2.05,4.33,2.02,1.85,3.2,1.7,3.1,1.85,4.0,1.86,1.8,1.75,1.8,4.1,3.4,1.82,3.1,-0.5,-0.5,3.2,4.75,3.1,1.8,3.4,1.75,2.1,1.85,Charlton,Norwich,Charlton_Norwich_2004
122,4.5,0.75,1.62,1.6,1.66,2.0,1.71,1.85,1.67,1.82,2.05,3.4,1.7,3.4,5.55,1.57,1.85,5.5,5.5,6.0,1.65,3.4,2.02,3.3,0.75,0.75,3.25,1.6,3.2,5.5,3.4,4.6,2.1,1.95,Fulham,Chelsea,Fulham_Chelsea_2004
123,1.44,-1.0,7.0,5.0,8.0,1.9,1.79,2.1,6.5,2.04,1.8,3.7,1.75,4.0,1.47,6.0,1.95,1.44,1.35,1.5,7.5,3.75,1.8,3.75,-1.0,-1.0,3.6,9.0,3.5,1.44,3.75,1.5,2.05,1.85,Liverpool,Crystal Palace,Liverpool_Crystal Palace_2004
124,1.73,-0.5,4.0,3.2,4.5,1.95,1.75,2.025,4.33,2.02,1.875,3.1,1.75,3.2,1.85,3.75,1.85,1.83,1.8,1.8,4.3,3.4,1.82,3.2,-0.5,-0.5,3.2,4.3,3.4,1.8,3.25,2.0,2.05,1.85,Man City,Blackburn,Man City_Blackburn_2004
125,2.38,-0.25,2.88,3.1,2.87,2.0,1.71,1.85,2.6,1.84,2.05,3.0,1.66,3.1,2.4,2.62,1.8,2.37,2.25,2.4,2.85,3.2,2.0,3.1,-0.25,-0.25,3.2,3.0,3.2,2.3,3.2,2.1,2.15,2.0,Southampton,Portsmouth,Southampton_Portsmouth_2004
126,4.33,0.75,1.73,1.75,1.72,1.9,1.79,1.875,1.73,1.94,2.025,3.2,1.85,3.4,5.0,1.66,1.95,5.0,5.5,5.5,1.73,3.4,1.98,3.1,0.75,0.75,3.2,1.6,3.2,4.5,3.3,4.0,1.95,1.85,Tottenham,Arsenal,Tottenham_Arsenal_2004
127,2.75,0.25,2.3,2.3,2.3,1.9,1.79,1.85,2.25,1.86,2.05,2.9,1.8,3.15,2.95,2.2,1.8,2.8,2.8,3.0,2.3,3.25,1.98,3.2,0.25,0.25,3.2,2.35,3.25,2.8,3.2,2.8,2.0,2.0,Newcastle,Man United,Newcastle_Man United_2004
128,3.0,0.25,2.25,2.3,2.3,1.95,1.75,2.075,2.1,1.92,1.825,2.9,1.75,3.1,2.95,2.25,2.05,2.8,2.75,3.1,2.35,3.25,1.92,3.1,0.25,0.25,3.2,2.4,3.1,2.88,3.2,2.8,2.05,1.75,West Brom,Middlesbrough,West Brom_Middlesbrough_2004
129,1.17,-1.75,17.0,11.0,15.0,1.45,2.5,2.025,12.0,1.98,1.875,5.5,2.3,5.25,1.2,12.0,2.0,1.16,1.2,1.16,13.0,5.5,1.86,5.5,-1.75,-1.75,5.5,13.0,6.5,1.17,6.0,1.17,1.6,1.8,Arsenal,West Brom,Arsenal_West Brom_2004
130,1.3,-1.25,8.0,7.0,9.0,1.85,1.85,1.9,9.0,1.9,2.0,4.0,1.75,4.0,1.4,8.0,1.95,1.36,1.4,1.36,9.0,4.2,1.94,3.75,-1.25,-1.25,4.0,7.25,4.33,1.36,4.0,1.35,2.05,1.85,Chelsea,Bolton,Chelsea_Bolton_2004
131,3.0,0.25,2.25,2.3,2.25,1.85,1.85,1.9,2.1,1.84,2.0,3.0,1.85,3.1,3.0,2.25,1.8,2.8,2.85,3.1,2.3,3.25,2.0,3.1,0.25,0.25,3.2,2.35,3.2,2.9,3.25,2.7,1.95,2.0,Crystal Palace,Newcastle,Crystal Palace_Newcastle_2004
132,1.67,-0.5,4.33,4.0,4.5,1.95,1.75,2.05,4.5,2.04,1.85,3.2,1.7,3.2,1.85,4.0,1.87,1.9,1.7,1.83,4.5,3.25,1.8,2.87,-0.5,-0.5,3.25,5.0,3.25,1.8,3.2,1.75,2.1,1.85,Everton,Fulham,Everton_Fulham_2004
133,1.3,-1.5,8.5,7.5,9.5,1.65,2.05,1.825,9.0,2.12,2.075,4.0,2.0,4.0,1.35,8.0,1.69,1.36,1.35,1.33,9.0,4.33,1.72,3.75,-1.25,-1.5,4.0,9.0,4.5,1.33,4.5,1.33,1.8,1.87,Man United,Charlton,Man United_Charlton_2004
134,2.38,0.0,2.75,2.7,2.75,1.95,1.75,2.15,2.6,2.08,1.75,3.0,1.66,3.2,2.6,2.5,2.05,2.5,2.45,2.5,2.6,3.2,1.76,3.1,0.0,0.0,3.2,2.65,3.2,2.38,3.25,2.3,2.15,1.75,Middlesbrough,Liverpool,Middlesbrough_Liverpool_2004
135,2.2,-0.25,2.88,2.8,3.0,1.95,1.75,1.825,2.75,1.86,2.075,2.9,1.66,3.05,2.35,2.75,1.75,2.25,2.35,2.37,2.9,3.2,1.98,3.2,-0.25,-0.25,3.25,2.85,3.1,2.3,3.25,2.3,2.15,2.0,Norwich,Southampton,Norwich_Southampton_2004
136,2.0,-0.25,3.25,3.2,3.0,1.95,1.75,1.8,3.2,1.78,2.1,3.1,1.7,3.2,2.3,3.0,1.8,2.1,2.1,2.3,3.0,3.2,2.14,3.2,-0.25,-0.25,3.2,3.2,3.25,2.1,3.25,2.0,2.1,2.0,Portsmouth,Man City,Portsmouth_Man City_2004
137,2.2,-0.25,3.0,2.9,3.1,2.0,1.71,1.825,2.8,1.78,2.075,3.0,1.61,3.2,2.35,2.7,1.75,2.37,2.3,2.3,3.0,3.2,2.06,3.0,-0.25,-0.25,3.2,2.8,3.1,2.25,3.1,2.2,2.25,2.05,Blackburn,Birmingham,Blackburn_Birmingham_2004
138,1.73,-0.5,3.75,3.6,3.75,2.0,1.71,1.875,4.33,,2.025,3.1,1.66,3.2,2.0,3.6,1.73,1.9,1.85,2.0,3.75,3.25,,3.1,,-0.5,3.2,4.0,3.2,1.91,3.2,1.85,2.15,2.0,Aston Villa,Tottenham,Aston Villa_Tottenham_2004
139,1.73,-0.5,4.0,3.8,4.5,2.0,1.71,2.05,4.33,2.0,1.85,3.1,1.66,3.2,1.83,4.0,1.89,1.83,1.65,1.83,4.5,3.25,1.84,3.0,-0.5,-0.5,3.2,5.5,3.25,1.85,3.25,1.8,2.15,1.83,Birmingham,Norwich,Birmingham_Norwich_2004
140,1.62,-0.75,5.5,4.4,6.0,1.85,1.85,2.075,5.0,2.08,1.825,3.3,1.8,3.3,1.65,5.0,1.9,1.61,1.7,1.61,5.15,3.4,1.76,3.3,-0.75,-0.75,3.25,4.75,3.4,1.62,3.6,1.65,2.0,1.9,Bolton,Portsmouth,Bolton_Portsmouth_2004
141,5.5,0.75,1.57,1.65,1.57,1.95,1.75,2.075,1.53,2.08,1.825,3.3,1.75,3.45,6.0,1.53,1.85,6.0,6.0,6.5,1.6,3.4,1.76,3.25,1.0,1.0,3.5,1.55,3.5,6.0,3.5,4.4,2.05,1.95,Charlton,Chelsea,Charlton_Chelsea_2004
142,1.8,-0.5,4.0,3.5,4.0,1.85,1.85,1.875,4.0,1.9,2.025,3.1,1.8,3.2,1.91,4.0,1.81,1.83,1.9,1.9,4.0,3.25,2.02,3.0,-0.5,-0.5,3.2,3.8,3.3,1.85,3.3,1.9,2.0,1.91,Fulham,Blackburn,Fulham_Blackburn_2004
143,2.25,0.0,2.8,2.9,3.0,1.95,1.75,1.85,2.75,1.82,2.05,3.0,1.66,3.1,2.35,2.8,2.05,2.2,2.3,2.3,2.9,3.25,2.02,3.2,-0.25,-0.25,3.2,2.9,3.25,2.3,3.25,2.2,2.15,1.75,Man City,Aston Villa,Man City_Aston Villa_2004
144,1.83,-0.5,3.5,3.5,3.75,2.0,1.71,1.85,3.75,1.84,2.05,3.1,1.7,3.2,2.0,3.4,1.73,2.0,1.9,2.0,3.75,3.2,2.0,3.0,-0.5,-0.5,3.2,3.8,3.2,2.0,3.2,1.9,2.1,2.0,Southampton,Crystal Palace,Southampton_Crystal Palace_2004
145,6.5,0.75,1.53,1.55,1.53,1.85,1.85,2.025,1.44,2.0,1.875,3.5,1.85,3.5,6.0,1.53,1.85,6.0,5.25,7.0,1.6,3.6,1.84,3.25,1.0,1.0,3.6,1.6,3.6,6.0,3.5,4.8,1.95,1.95,West Brom,Man United,West Brom_Man United_2004
146,2.75,0.25,2.25,2.2,2.1,1.9,1.79,1.85,2.25,1.8,2.05,3.0,1.75,3.2,3.05,2.1,1.8,3.1,3.2,3.4,2.25,3.25,2.04,3.1,0.25,0.25,3.2,2.1,3.25,2.9,3.25,2.9,2.05,2.0,Liverpool,Arsenal,Liverpool_Arsenal_2004
147,1.8,-0.5,3.75,3.5,4.5,1.85,1.85,2.025,4.0,1.98,1.875,3.1,1.85,3.2,1.91,4.0,1.81,1.8,1.85,1.83,4.0,3.25,1.86,3.1,-0.5,-0.5,3.2,4.0,3.25,1.91,3.3,1.9,1.95,1.91,Newcastle,Everton,Newcastle_Everton_2004
148,2.38,0.0,2.6,2.3,2.8,1.95,1.75,2.075,2.6,2.04,1.825,3.0,1.8,3.2,2.45,2.62,1.95,2.37,2.35,2.5,2.75,3.2,1.8,3.1,0.0,0.0,3.2,2.75,3.1,2.5,3.25,2.7,2.0,1.85,Tottenham,Middlesbrough,Tottenham_Middlesbrough_2004
149,1.29,-1.25,9.5,7.0,9.5,1.75,1.95,1.95,9.0,1.92,1.95,4.0,1.95,4.5,1.35,8.0,1.95,1.28,1.3,1.33,9.0,4.5,1.92,4.5,-1.25,-1.25,4.33,9.0,4.5,1.3,4.4,1.35,1.85,1.85,Arsenal,Birmingham,Arsenal_Birmingham_2004
