,WHD,IWH,LBA,SBH,SBA,BWD,WHA,B365A,LBH,GBA,B365D,B365H,WHH,BWA,BWH,IWA,GBAHA,GBH,SBD,GB>2.5,GBAH,GB<2.5,IWD,LBD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
0,3.4,5.4,1.53,5.5,1.57,3.6,1.5,1.5,5.5,1.5,3.4,6.0,6.0,1.5,6.0,1.45,1.5,6.0,3.4,1.65,0.5,2.0,3.8,3.6,3.6,2.25,Rizespor,Fenerbahce,Rizespor_Fenerbahce_2004
1,3.2,2.0,3.0,2.25,2.8,3.3,3.0,2.75,2.1,2.9,3.25,2.2,2.1,3.0,2.1,3.2,1.52,2.2,3.2,1.71,-0.5,1.95,3.1,3.25,3.2,2.2,Denizlispor,Gaziantepspor,Denizlispor_Gaziantepspor_2004
2,3.75,1.45,5.5,1.5,6.0,3.7,7.0,6.0,1.53,6.6,3.4,1.5,1.4,6.5,1.45,5.4,2.37,1.45,3.5,1.6,-0.5,2.1,3.8,3.6,3.7,1.45,Genclerbirligi,Sakaryaspor,Genclerbirligi_Sakaryaspor_2004
3,3.4,4.4,1.67,4.5,1.67,3.5,1.65,1.66,4.33,1.7,3.4,4.33,4.4,1.6,5.0,1.65,1.7,4.2,3.4,1.6,0.5,2.1,3.3,3.6,3.5,1.91,Kayserispor,Trabzonspor,Kayserispor_Trabzonspor_2004
4,3.2,3.5,1.91,3.5,1.91,3.2,2.2,2.0,3.5,2.1,3.2,3.2,2.8,2.0,3.3,1.9,2.1,3.1,3.25,1.65,0.5,2.0,3.1,3.25,3.2,1.57,Malatyaspor,Besiktas,Malatyaspor_Besiktas_2004
5,3.2,2.2,2.8,2.25,2.75,3.35,3.2,2.75,2.2,2.85,3.25,2.2,2.0,2.75,2.2,3.9,1.51,2.25,3.25,1.71,-0.5,1.95,3.0,3.25,3.2,2.25,A. Sebatspor,Ankaraspor,A. Sebatspor_Ankaraspor_2004
6,3.75,1.4,7.5,1.36,7.5,4.1,7.0,7.0,1.33,8.3,4.0,1.36,1.4,7.75,1.35,6.0,2.7,1.35,4.0,1.55,-0.5,2.2,3.9,4.33,4.0,1.35,Galatasaray,Konyaspor,Galatasaray_Konyaspor_2004
7,3.1,2.2,2.8,2.2,2.88,3.15,2.85,2.75,2.2,2.85,3.25,2.2,2.2,2.8,2.25,2.9,1.51,2.25,3.2,1.71,-0.5,1.95,3.0,3.25,3.2,2.25,Istanbulspor,Diyarbakirspor,Istanbulspor_Diyarbakirspor_2004
8,3.2,1.8,3.25,2.0,3.25,3.3,3.0,3.6,2.0,3.35,3.25,1.83,2.1,3.2,2.0,3.6,1.64,2.0,3.25,1.6,-0.5,2.1,3.3,3.25,3.2,2.0,Samsunspor,Ankaragucu,Samsunspor_Ankaragucu_2004
9,3.2,3.1,2.1,2.8,2.2,3.3,2.3,2.1,3.0,2.1,3.2,3.0,2.62,1.95,3.35,2.1,2.1,2.95,3.25,1.65,-0.5,2.0,3.0,3.2,3.25,1.55,Gaziantepspor,Galatasaray,Gaziantepspor_Galatasaray_2004
10,3.3,1.85,3.6,1.8,4.0,3.3,4.0,4.0,1.8,4.4,3.4,1.72,1.75,3.7,1.85,3.5,1.87,1.7,3.25,1.65,-0.5,2.0,3.2,3.4,3.25,1.7,Ankaragucu,Istanbulspor,Ankaragucu_Istanbulspor_2004
11,3.25,2.2,2.75,2.3,2.7,3.35,2.85,2.75,2.25,2.7,3.2,2.25,2.15,2.6,2.3,2.9,1.47,2.25,3.2,1.65,-0.5,2.0,3.0,3.2,3.25,2.25,Ankaraspor,Malatyaspor,Ankaraspor_Malatyaspor_2004
12,3.6,1.7,4.0,1.75,4.0,3.15,5.0,4.0,1.67,4.35,3.4,1.72,1.55,4.45,1.75,4.0,1.81,1.75,3.4,1.6,-0.5,2.1,3.3,3.6,3.1,1.75,Diyarbakirspor,Kayserispor,Diyarbakirspor_Kayserispor_2004
13,4.5,1.3,8.0,1.29,8.0,4.5,10.0,11.0,1.3,8.0,5.0,1.2,1.25,8.25,1.3,8.0,3.08,1.25,4.75,1.55,-0.5,2.2,4.2,4.33,5.0,1.25,Fenerbahce,Samsunspor,Fenerbahce_Samsunspor_2004
14,3.3,2.9,2.2,3.0,2.1,3.4,1.8,2.1,2.75,2.2,3.2,3.0,3.75,2.1,2.95,2.2,2.2,3.0,3.25,1.55,0.5,2.2,3.0,3.25,3.0,1.5,Genclerbirligi,Besiktas,Genclerbirligi_Besiktas_2004
15,3.25,1.85,3.4,2.0,3.25,3.0,3.3,3.5,1.91,3.4,3.2,1.9,1.95,3.6,2.0,3.5,1.64,1.95,3.25,1.65,-0.5,2.0,3.2,3.25,3.15,1.95,Konyaspor,Rizespor,Konyaspor_Rizespor_2004
16,3.2,2.8,2.4,2.75,2.25,3.4,2.3,2.37,2.5,2.35,3.2,2.6,2.65,2.2,2.75,2.2,2.35,2.6,3.25,1.71,0.5,1.95,3.1,3.25,3.2,1.43,Sakaryaspor,Denizlispor,Sakaryaspor_Denizlispor_2004
17,4.3,1.3,8.0,1.29,8.5,4.5,8.0,9.0,1.3,8.5,5.0,1.22,1.3,8.25,1.3,8.0,3.09,1.25,4.5,1.55,-0.5,2.2,4.2,4.33,4.85,1.25,Trabzonspor,A. Sebatspor,Trabzonspor_A. Sebatspor_2004
18,3.2,2.9,2.1,3.25,2.0,3.2,2.1,2.1,3.0,2.0,3.25,3.0,3.0,2.1,3.1,2.2,2.0,3.25,3.25,1.65,0.5,2.0,3.0,3.2,3.25,1.63,Denizlispor,Besiktas,Denizlispor_Besiktas_2004
19,3.4,1.6,5.0,1.57,5.5,3.5,4.15,4.5,1.62,4.6,3.5,1.615,1.7,5.5,1.55,4.6,2.0,1.6,3.4,1.65,-0.5,2.0,3.4,3.4,3.55,1.6,Genclerbirligi,Ankaraspor,Genclerbirligi_Ankaraspor_2004
20,3.6,4.8,1.57,6.0,1.5,3.65,1.44,1.444,5.0,1.48,3.75,6.0,6.5,1.45,6.75,1.55,1.48,6.0,3.5,1.55,0.5,2.2,3.5,3.6,3.55,2.23,Istanbulspor,Fenerbahce,Istanbulspor_Fenerbahce_2004
21,3.2,2.9,2.1,3.25,2.0,3.3,2.1,2.0,3.0,2.05,3.25,3.25,3.0,1.9,3.55,2.2,2.05,3.0,3.25,1.6,0.5,2.1,3.0,3.2,3.3,1.57,Malatyaspor,Trabzonspor,Malatyaspor_Trabzonspor_2004
22,3.3,1.8,3.6,1.85,3.75,3.4,3.75,3.75,1.83,3.8,3.25,1.833,1.8,3.4,1.9,3.8,1.77,1.8,3.25,1.65,-0.5,2.0,3.1,3.4,3.3,1.8,Samsunspor,Konyaspor,Samsunspor_Konyaspor_2004
23,3.25,2.5,2.75,2.38,2.62,3.3,2.4,2.75,2.25,2.6,3.25,2.25,2.5,2.55,2.4,2.5,1.43,2.35,3.2,1.71,-0.5,1.95,3.0,3.2,3.2,2.35,A. Sebatspor,Diyarbakirspor,A. Sebatspor_Diyarbakirspor_2004
24,4.0,1.3,9.0,1.3,8.5,4.5,8.0,8.5,1.29,7.0,5.0,1.25,1.33,8.25,1.3,8.0,1.62,1.3,4.33,1.55,-1.5,2.2,4.2,4.33,4.75,1.87,Galatasaray,Rizespor,Galatasaray_Rizespor_2004
25,3.75,1.5,7.0,1.44,7.0,3.5,7.0,7.0,1.4,6.5,3.75,1.4,1.4,5.5,1.55,5.0,1.42,1.45,3.6,1.6,-1.5,2.1,3.7,3.75,3.6,2.25,Gaziantepspor,Sakaryaspor,Gaziantepspor_Sakaryaspor_2004
26,3.25,2.3,2.6,2.5,2.5,3.3,2.35,2.4,2.4,2.55,3.4,2.4,2.55,2.35,2.6,2.7,1.43,2.35,3.2,1.71,-0.5,1.95,3.0,3.2,3.25,2.35,Kayserispor,Ankaragucu,Kayserispor_Ankaragucu_2004
27,3.15,2.7,2.2,2.75,2.25,3.3,2.15,2.2,2.75,2.15,3.2,2.75,2.9,2.1,3.0,2.3,2.15,2.9,3.25,1.65,0.5,2.0,3.0,3.2,3.2,1.52,Ankaraspor,Denizlispor,Ankaraspor_Denizlispor_2004
28,3.75,6.0,1.53,6.0,1.5,4.5,1.4,1.4,5.0,1.45,3.75,7.0,7.0,1.3,8.25,1.4,1.45,6.2,3.6,1.55,0.5,2.2,3.9,3.75,3.7,2.32,Kayserispor,Fenerbahce,Kayserispor_Fenerbahce_2004
29,3.3,1.9,3.0,1.91,3.5,3.4,3.6,3.75,2.0,3.7,3.2,1.83,1.85,3.6,1.85,3.5,1.73,1.83,3.25,1.65,-0.5,2.0,3.1,3.4,3.25,1.83,Konyaspor,Istanbulspor,Konyaspor_Istanbulspor_2004
30,3.2,2.1,2.8,2.1,3.0,3.3,3.0,3.2,2.1,2.9,3.2,2.0,2.1,3.0,2.1,3.1,1.54,2.1,3.25,1.65,-0.5,2.0,3.0,3.4,3.3,2.1,Rizespor,Samsunspor,Rizespor_Samsunspor_2004
31,3.5,4.8,1.44,5.5,1.53,3.6,1.57,1.57,6.0,1.52,3.5,5.0,5.0,1.5,6.0,1.55,1.52,5.5,3.6,1.65,0.5,2.0,3.5,3.75,3.5,2.14,Sakaryaspor,Galatasaray,Sakaryaspor_Galatasaray_2004
32,3.4,1.65,3.75,1.67,4.5,3.4,4.5,4.33,1.73,4.5,3.4,1.66,1.65,4.3,1.7,4.4,1.94,1.65,3.4,1.65,-0.5,2.0,3.3,3.6,3.4,1.65,Ankaragucu,A. Sebatspor,Ankaragucu_A. Sebatspor_2004
33,3.4,1.6,4.5,1.67,4.5,3.5,4.8,4.33,1.57,4.75,3.4,1.66,1.6,5.0,1.6,4.6,2.0,1.6,3.4,1.6,-0.5,2.1,3.4,3.75,3.45,1.6,Besiktas,Gaziantepspor,Besiktas_Gaziantepspor_2004
34,3.25,2.3,2.5,2.5,2.5,3.4,2.5,2.62,2.4,2.5,3.1,2.37,2.4,2.6,2.3,2.7,1.41,2.4,3.2,1.6,-0.5,2.1,3.0,3.2,3.25,2.4,Diyarbakirspor,Malatyaspor,Diyarbakirspor_Malatyaspor_2004
35,3.25,1.65,5.0,1.57,5.0,3.4,4.7,4.33,1.53,5.5,3.4,1.66,1.65,4.75,1.65,4.4,2.14,1.52,3.6,1.6,-0.5,2.1,3.3,3.75,3.5,1.52,Trabzonspor,Genclerbirligi,Trabzonspor_Genclerbirligi_2004
36,3.75,6.0,1.4,6.5,1.44,4.0,1.4,1.4,7.0,1.45,3.75,7.0,7.0,1.4,6.7,1.4,1.9,5.8,3.75,1.6,1.25,2.1,3.9,3.75,3.85,1.85,A. Sebatspor,Fenerbahce,A. Sebatspor_Fenerbahce_2004
37,3.25,2.5,2.2,2.62,2.37,3.3,2.4,2.375,2.75,2.38,3.2,2.625,2.5,2.1,3.0,2.5,1.95,2.65,3.2,1.71,0.25,1.95,3.0,3.25,3.1,1.8,Denizlispor,Trabzonspor,Denizlispor_Trabzonspor_2004
38,3.4,1.7,4.5,1.57,5.0,3.5,4.8,5.0,1.571,4.6,3.5,1.571,1.6,4.5,1.65,4.2,1.95,1.6,3.6,1.6,-0.75,2.1,3.2,3.75,3.55,1.8,Gaziantepspor,Ankaraspor,Gaziantepspor_Ankaraspor_2004
39,3.3,1.8,3.75,1.72,4.0,3.4,4.0,4.333,1.727,4.0,3.2,1.727,1.75,3.6,1.85,3.8,1.81,1.75,3.5,1.65,-0.5,2.0,3.1,3.6,3.3,1.75,Genclerbirligi,Diyarbakirspor,Genclerbirligi_Diyarbakirspor_2004
40,4.33,1.35,9.0,1.33,8.0,5.0,8.0,8.0,1.25,8.5,5.0,1.25,1.3,9.0,1.25,7.0,1.95,1.3,4.2,1.5,-1.5,2.3,4.0,5.0,4.2,1.8,Galatasaray,Samsunspor,Galatasaray_Samsunspor_2004
41,3.3,2.0,2.8,2.2,2.87,3.3,3.1,3.2,2.1,3.0,3.0,2.1,2.0,2.6,2.35,3.1,1.95,2.1,3.2,1.65,-0.25,2.0,3.2,3.4,3.2,1.8,Istanbulspor,Rizespor,Istanbulspor_Rizespor_2004
42,3.3,2.2,2.75,2.25,2.8,3.3,2.8,2.8,2.2,2.9,3.2,2.2,2.15,3.0,2.1,2.9,1.8,2.15,3.2,1.6,-0.25,2.1,3.0,3.25,3.2,1.95,Kayserispor,Konyaspor,Kayserispor_Konyaspor_2004
43,3.4,1.8,3.6,1.75,4.0,3.5,3.6,3.5,1.8,3.85,3.4,1.833,1.8,4.0,1.75,3.8,1.81,1.75,3.4,1.65,-0.5,2.0,3.1,3.4,3.4,1.75,Malatyaspor,Ankaragucu,Malatyaspor_Ankaragucu_2004
44,3.5,4.4,1.5,5.5,1.53,3.9,1.53,1.571,5.5,1.6,3.5,5.0,5.5,1.45,6.0,1.65,1.8,4.6,3.6,1.55,0.75,2.2,3.3,3.75,3.55,1.95,Sakaryaspor,Besiktas,Sakaryaspor_Besiktas_2004
45,3.2,2.5,2.4,2.5,2.5,3.15,2.3,2.5,2.5,2.4,3.2,2.5,2.65,2.4,2.65,2.5,1.8,2.6,3.2,1.65,0.0,2.0,3.0,3.25,3.1,1.9,Diyarbakirspor,Denizlispor,Diyarbakirspor_Denizlispor_2004
46,3.4,1.6,4.5,1.62,4.75,3.5,4.8,5.0,1.57,4.7,3.5,1.57,1.6,5.5,1.55,4.6,1.8,1.6,3.5,1.6,-1.0,2.1,3.4,3.75,3.5,1.9,Ankaraspor,Sakaryaspor,Ankaraspor_Sakaryaspor_2004
47,4.2,1.33,7.5,1.36,7.5,4.5,7.5,7.5,1.3,7.5,4.0,1.36,1.33,8.25,1.3,7.5,2.81,1.3,4.0,1.6,-0.5,2.1,4.0,4.5,4.5,1.3,Fenerbahce,Malatyaspor,Fenerbahce_Malatyaspor_2004
48,3.4,1.6,4.0,1.73,4.2,3.5,4.5,4.33,1.67,4.5,3.4,1.66,1.65,5.5,1.55,4.6,1.9,1.65,3.4,1.65,-0.75,2.0,3.4,3.6,3.4,1.8,Konyaspor,A. Sebatspor,Konyaspor_A. Sebatspor_2004
49,3.4,1.85,4.0,1.67,4.5,3.4,3.85,4.0,1.67,4.5,3.5,1.72,1.75,4.7,1.65,3.6,1.94,1.65,3.4,1.65,-0.5,2.0,3.1,3.6,3.4,1.65,Samsunspor,Istanbulspor,Samsunspor_Istanbulspor_2004
50,3.2,2.5,2.4,2.3,2.75,3.2,2.3,2.75,2.5,2.55,3.2,2.25,2.65,2.75,2.3,2.5,1.9,2.45,3.2,1.75,0.0,1.9,3.0,3.25,3.1,1.8,Ankaragucu,Genclerbirligi,Ankaragucu_Genclerbirligi_2004
51,3.0,2.3,2.88,2.2,2.88,3.2,3.0,2.87,2.2,2.9,3.0,2.25,2.2,3.1,2.1,2.7,1.9,2.15,3.2,1.79,-0.25,1.85,3.0,3.25,3.2,1.8,Besiktas,Galatasaray,Besiktas_Galatasaray_2004
52,3.4,1.6,4.0,1.67,4.5,3.6,4.8,4.33,1.67,4.7,3.4,1.66,1.6,6.0,1.5,4.6,1.8,1.6,3.4,1.65,-1.0,2.0,3.4,3.6,3.5,1.9,Rizespor,Kayserispor,Rizespor_Kayserispor_2004
53,3.4,1.5,4.0,1.67,4.5,3.5,4.5,5.0,1.67,4.5,3.5,1.57,1.65,4.5,1.65,5.0,1.9,1.65,3.4,1.6,-0.75,2.1,3.7,3.6,3.4,1.8,Trabzonspor,Gaziantepspor,Trabzonspor_Gaziantepspor_2004
54,3.4,3.2,1.83,3.8,1.83,3.5,1.7,1.8,3.5,1.77,3.4,3.6,4.2,1.65,4.5,2.0,1.77,3.8,3.2,1.6,0.5,2.1,3.1,3.4,3.4,1.79,Genclerbirligi,Fenerbahce,Genclerbirligi_Fenerbahce_2004
55,3.2,2.5,2.38,2.5,2.5,3.4,2.3,2.5,2.6,2.45,3.1,2.5,2.65,2.2,2.75,2.5,1.85,2.5,3.2,1.71,0.0,1.95,3.0,3.25,3.2,1.85,A. Sebatspor,Rizespor,A. Sebatspor_Rizespor_2004
56,4.0,1.3,8.0,1.3,8.0,4.3,7.0,7.0,1.3,8.0,4.33,1.33,1.36,8.5,1.3,8.0,1.85,1.3,4.5,1.5,-1.5,2.3,4.2,4.33,4.3,1.85,Besiktas,Ankaraspor,Besiktas_Ankaraspor_2004
57,3.2,2.3,2.6,2.38,2.7,3.4,2.6,2.6,2.38,2.65,3.2,2.37,2.35,2.5,2.4,2.7,1.73,2.3,3.1,1.65,-0.25,2.0,3.0,3.25,3.2,2.0,Kayserispor,Samsunspor,Kayserispor_Samsunspor_2004
58,3.85,5.4,1.4,7.5,1.4,4.5,1.4,1.4,7.0,1.42,3.75,7.0,6.4,1.3,8.25,1.45,1.9,7.0,3.75,1.5,1.25,2.3,3.8,3.75,3.6,1.8,Sakaryaspor,Trabzonspor,Sakaryaspor_Trabzonspor_2004
59,3.4,1.75,4.0,1.75,4.2,3.35,4.1,4.33,1.73,4.3,3.2,1.72,1.7,3.85,1.8,4.0,1.87,1.7,3.25,1.65,-0.5,2.0,3.2,3.4,3.3,1.7,Denizlispor,Ankaragucu,Denizlispor_Ankaragucu_2004
60,5.0,1.3,8.0,1.22,10.0,6.5,8.0,11.0,1.25,8.5,5.0,1.2,1.25,11.5,1.15,8.0,1.85,1.25,5.0,1.45,-1.75,2.45,4.2,5.0,5.0,1.85,Galatasaray,Istanbulspor,Galatasaray_Istanbulspor_2004
61,3.75,1.45,5.5,1.5,6.0,3.6,6.0,5.5,1.5,7.0,3.6,1.5,1.45,6.0,1.5,5.4,1.9,1.45,3.6,1.6,-1.0,2.1,3.8,3.75,3.45,1.8,Gaziantepspor,Diyarbakirspor,Gaziantepspor_Diyarbakirspor_2004
62,,1.7,5.0,1.62,5.0,3.9,,4.33,1.57,5.5,3.6,1.61,,6.0,1.45,4.2,1.8,1.53,3.4,1.6,-1.0,2.1,3.2,3.5,3.5,1.9,Malatyaspor,Konyaspor,Malatyaspor_Konyaspor_2004
63,3.3,4.0,1.73,4.5,1.67,3.5,1.66,1.61,3.75,1.7,3.5,4.5,4.5,1.65,4.5,1.75,1.8,4.25,3.4,1.65,0.75,2.0,3.2,3.6,3.3,1.95,Ankaraspor,Galatasaray,Ankaraspor_Galatasaray_2004
64,3.1,2.5,2.4,2.6,2.4,3.2,2.5,2.4,2.5,2.5,3.2,2.6,2.5,2.45,2.55,2.5,1.87,2.5,3.2,1.65,0.0,2.0,3.0,3.25,3.1,1.85,Ankaragucu,Gaziantepspor,Ankaragucu_Gaziantepspor_2004
65,3.6,1.65,5.5,1.57,5.5,3.5,5.0,5.5,1.5,5.55,3.5,1.53,1.55,5.5,1.55,4.4,1.9,1.55,3.4,1.65,-0.75,2.0,3.3,3.75,3.35,1.85,Diyarbakirspor,Sakaryaspor,Diyarbakirspor_Sakaryaspor_2004
66,4.2,1.4,7.5,1.36,7.5,4.2,7.5,7.0,1.36,8.0,4.0,1.36,1.33,7.5,1.35,6.0,2.8,1.31,4.0,1.6,-0.5,2.1,3.9,4.0,4.3,1.31,Fenerbahce,Denizlispor,Fenerbahce_Denizlispor_2004
67,3.25,2.2,2.6,2.2,2.88,3.3,2.9,2.8,2.38,2.8,3.2,2.2,2.1,2.75,2.25,2.9,1.8,2.2,3.2,1.65,-0.25,2.0,3.0,3.25,3.2,1.95,Rizespor,Malatyaspor,Rizespor_Malatyaspor_2004
68,3.3,1.9,3.0,2.05,3.1,3.45,3.1,3.0,2.0,3.1,3.25,2.1,2.0,3.1,2.0,3.3,1.6,2.0,3.25,1.65,-0.5,2.0,3.3,3.4,3.3,2.0,Istanbulspor,Kayserispor,Istanbulspor_Kayserispor_2004
69,3.15,2.3,2.5,2.5,2.5,3.4,2.4,2.6,2.4,2.5,3.2,2.4,2.55,2.4,2.5,2.6,1.89,2.5,3.2,1.65,0.0,2.0,3.1,3.25,3.1,1.87,Konyaspor,Genclerbirligi,Konyaspor_Genclerbirligi_2004
70,3.3,1.65,5.0,1.67,4.5,3.5,4.7,4.33,1.57,4.65,3.4,1.66,1.65,4.5,1.65,4.4,1.85,1.65,3.4,1.65,-0.75,2.0,3.3,3.6,3.3,1.87,Samsunspor,A. Sebatspor,Samsunspor_A. Sebatspor_2004
71,3.2,1.85,3.5,1.91,3.5,3.35,3.0,3.2,1.83,3.3,3.2,2.0,2.1,3.5,1.9,3.5,1.64,1.95,3.25,1.65,-0.5,2.0,3.2,3.4,3.25,1.95,Trabzonspor,Besiktas,Trabzonspor_Besiktas_2004
72,3.4,1.5,5.0,1.44,6.5,4.0,6.0,6.0,1.57,6.65,3.4,1.5,1.5,6.75,1.4,5.0,1.46,1.43,3.75,1.65,-1.5,2.0,3.7,3.6,3.6,2.07,Besiktas,Diyarbakirspor,Besiktas_Diyarbakirspor_2004
73,3.2,3.2,1.8,3.5,1.91,3.45,1.9,1.9,3.6,1.9,3.2,3.5,3.5,1.75,4.0,2.0,1.9,3.5,3.25,1.65,0.5,2.0,3.1,3.4,3.2,1.67,Gaziantepspor,Fenerbahce,Gaziantepspor_Fenerbahce_2004
74,3.3,1.75,3.75,1.83,3.75,3.45,3.75,3.75,1.73,3.75,3.3,1.8,1.8,3.75,1.8,4.0,1.74,1.8,3.3,1.65,-0.5,2.0,3.2,3.6,3.25,1.8,Genclerbirligi,Rizespor,Genclerbirligi_Rizespor_2004
